REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,DKWIONPH3,S05B3,2057,0.316622384
REGION1,DKWIONPH3,S05B3,2058,0.316622384
REGION1,DKWIONPH3,S05B3,2059,0.316622384
REGION1,DKWIONPH3,S05B3,2060,0.316622384
REGION1,FISODIFH1,S01B1,2015,0.000149341
REGION1,FISODIFH1,S01B1,2016,0.000149341
REGION1,FISODIFH1,S01B1,2017,0.000149341
REGION1,FISODIFH1,S01B1,2018,0.000149341
REGION1,FISODIFH1,S01B1,2019,0.000149341
REGION1,FISODIFH1,S01B1,2020,0.000149341
REGION1,FISODIFH1,S01B1,2021,0.000149341
REGION1,FISODIFH1,S01B1,2022,0.000149341
REGION1,FISODIFH1,S01B1,2023,0.000149341
REGION1,FISODIFH1,S01B1,2024,0.000149341
REGION1,FISODIFH1,S01B1,2025,0.000149341
REGION1,FISODIFH1,S01B1,2026,0.000149341
REGION1,FISODIFH1,S01B1,2027,0.000149341
REGION1,FISODIFH1,S01B1,2028,0.000149341
REGION1,FISODIFH1,S01B1,2029,0.000149341
REGION1,FISODIFH1,S01B1,2030,0.000149341
REGION1,FISODIFH1,S01B1,2031,0.000149341
REGION1,FISODIFH1,S01B1,2032,0.000149341
REGION1,FISODIFH1,S01B1,2033,0.000149341
REGION1,FISODIFH1,S01B1,2034,0.000149341
REGION1,FISODIFH1,S01B1,2035,0.000149341
REGION1,FISODIFH1,S01B1,2036,0.000149341
REGION1,FISODIFH1,S01B1,2037,0.000149341
REGION1,FISODIFH1,S01B1,2038,0.000149341
REGION1,FISODIFH1,S01B1,2039,0.000149341
REGION1,FISODIFH1,S01B1,2040,0.000149341
REGION1,FISODIFH1,S01B1,2041,0.000149341
REGION1,FISODIFH1,S01B1,2042,0.000149341
REGION1,FISODIFH1,S01B1,2043,0.000149341
REGION1,FISODIFH1,S01B1,2044,0.000149341
REGION1,FISODIFH1,S01B1,2045,0.000149341
REGION1,FISODIFH1,S01B1,2046,0.000149341
REGION1,FISODIFH1,S01B1,2047,0.000149341
REGION1,FISODIFH1,S01B1,2048,0.000149341
REGION1,FISODIFH1,S01B1,2049,0.000149341
REGION1,FISODIFH1,S01B1,2050,0.000149341
REGION1,FISODIFH1,S01B1,2051,0.000149341
REGION1,FISODIFH1,S01B1,2052,0.000149341
REGION1,FISODIFH1,S01B1,2053,0.000149341
REGION1,FISODIFH1,S01B1,2054,0.000149341
REGION1,FISODIFH1,S01B1,2055,0.000149341
REGION1,FISODIFH1,S01B1,2056,0.000149341
REGION1,FISODIFH1,S01B1,2057,0.000149341
REGION1,FISODIFH1,S01B1,2058,0.000149341
REGION1,FISODIFH1,S01B1,2059,0.000149341
REGION1,FISODIFH1,S01B1,2060,0.000149341
REGION1,FISODIFH1,S01B2,2015,0.039991712
REGION1,FISODIFH1,S01B2,2016,0.039991712
REGION1,FISODIFH1,S01B2,2017,0.039991712
REGION1,FISODIFH1,S01B2,2018,0.039991712
REGION1,FISODIFH1,S01B2,2019,0.039991712
REGION1,FISODIFH1,S01B2,2020,0.039991712
REGION1,FISODIFH1,S01B2,2021,0.039991712
REGION1,FISODIFH1,S01B2,2022,0.039991712
REGION1,FISODIFH1,S01B2,2023,0.039991712
REGION1,FISODIFH1,S01B2,2024,0.039991712
REGION1,FISODIFH1,S01B2,2025,0.039991712
REGION1,FISODIFH1,S01B2,2026,0.039991712
REGION1,FISODIFH1,S01B2,2027,0.039991712
REGION1,FISODIFH1,S01B2,2028,0.039991712
REGION1,FISODIFH1,S01B2,2029,0.039991712
REGION1,FISODIFH1,S01B2,2030,0.039991712
REGION1,FISODIFH1,S01B2,2031,0.039991712
REGION1,FISODIFH1,S01B2,2032,0.039991712
REGION1,FISODIFH1,S01B2,2033,0.039991712
REGION1,FISODIFH1,S01B2,2034,0.039991712
REGION1,FISODIFH1,S01B2,2035,0.039991712
REGION1,FISODIFH1,S01B2,2036,0.039991712
REGION1,FISODIFH1,S01B2,2037,0.039991712
REGION1,FISODIFH1,S01B2,2038,0.039991712
REGION1,FISODIFH1,S01B2,2039,0.039991712
REGION1,FISODIFH1,S01B2,2040,0.039991712
REGION1,FISODIFH1,S01B2,2041,0.039991712
REGION1,FISODIFH1,S01B2,2042,0.039991712
REGION1,FISODIFH1,S01B2,2043,0.039991712
REGION1,FISODIFH1,S01B2,2044,0.039991712
REGION1,FISODIFH1,S01B2,2045,0.039991712
REGION1,FISODIFH1,S01B2,2046,0.039991712
REGION1,FISODIFH1,S01B2,2047,0.039991712
REGION1,FISODIFH1,S01B2,2048,0.039991712
REGION1,FISODIFH1,S01B2,2049,0.039991712
REGION1,FISODIFH1,S01B2,2050,0.039991712
REGION1,FISODIFH1,S01B2,2051,0.039991712
REGION1,FISODIFH1,S01B2,2052,0.039991712
REGION1,FISODIFH1,S01B2,2053,0.039991712
REGION1,FISODIFH1,S01B2,2054,0.039991712
REGION1,FISODIFH1,S01B2,2055,0.039991712
REGION1,FISODIFH1,S01B2,2056,0.039991712
REGION1,FISODIFH1,S01B2,2057,0.039991712
REGION1,FISODIFH1,S01B2,2058,0.039991712
REGION1,FISODIFH1,S01B2,2059,0.039991712
REGION1,FISODIFH1,S01B2,2060,0.039991712
REGION1,FISODIFH1,S01B3,2015,0.0
REGION1,FISODIFH1,S01B3,2016,0.0
REGION1,FISODIFH1,S01B3,2017,0.0
REGION1,FISODIFH1,S01B3,2018,0.0
REGION1,FISODIFH1,S01B3,2019,0.0
REGION1,FISODIFH1,S01B3,2020,0.0
REGION1,FISODIFH1,S01B3,2021,0.0
REGION1,FISODIFH1,S01B3,2022,0.0
REGION1,FISODIFH1,S01B3,2023,0.0
REGION1,FISODIFH1,S01B3,2024,0.0
REGION1,FISODIFH1,S01B3,2025,0.0
REGION1,FISODIFH1,S01B3,2026,0.0
REGION1,FISODIFH1,S01B3,2027,0.0
REGION1,FISODIFH1,S01B3,2028,0.0
REGION1,FISODIFH1,S01B3,2029,0.0
REGION1,FISODIFH1,S01B3,2030,0.0
REGION1,FISODIFH1,S01B3,2031,0.0
REGION1,FISODIFH1,S01B3,2032,0.0
REGION1,FISODIFH1,S01B3,2033,0.0
REGION1,FISODIFH1,S01B3,2034,0.0
REGION1,FISODIFH1,S01B3,2035,0.0
REGION1,FISODIFH1,S01B3,2036,0.0
REGION1,FISODIFH1,S01B3,2037,0.0
REGION1,FISODIFH1,S01B3,2038,0.0
REGION1,FISODIFH1,S01B3,2039,0.0
REGION1,FISODIFH1,S01B3,2040,0.0
REGION1,FISODIFH1,S01B3,2041,0.0
REGION1,FISODIFH1,S01B3,2042,0.0
REGION1,FISODIFH1,S01B3,2043,0.0
REGION1,FISODIFH1,S01B3,2044,0.0
REGION1,FISODIFH1,S01B3,2045,0.0
REGION1,FISODIFH1,S01B3,2046,0.0
REGION1,FISODIFH1,S01B3,2047,0.0
REGION1,FISODIFH1,S01B3,2048,0.0
REGION1,FISODIFH1,S01B3,2049,0.0
REGION1,FISODIFH1,S01B3,2050,0.0
REGION1,FISODIFH1,S01B3,2051,0.0
REGION1,FISODIFH1,S01B3,2052,0.0
REGION1,FISODIFH1,S01B3,2053,0.0
REGION1,FISODIFH1,S01B3,2054,0.0
REGION1,FISODIFH1,S01B3,2055,0.0
REGION1,FISODIFH1,S01B3,2056,0.0
REGION1,FISODIFH1,S01B3,2057,0.0
REGION1,FISODIFH1,S01B3,2058,0.0
REGION1,FISODIFH1,S01B3,2059,0.0
REGION1,FISODIFH1,S01B3,2060,0.0
REGION1,FISODIFH1,S02B1,2015,0.013632883
REGION1,FISODIFH1,S02B1,2016,0.013632883
REGION1,FISODIFH1,S02B1,2017,0.013632883
REGION1,FISODIFH1,S02B1,2018,0.013632883
REGION1,FISODIFH1,S02B1,2019,0.013632883
REGION1,FISODIFH1,S02B1,2020,0.013632883
REGION1,FISODIFH1,S02B1,2021,0.013632883
REGION1,FISODIFH1,S02B1,2022,0.013632883
REGION1,FISODIFH1,S02B1,2023,0.013632883
REGION1,FISODIFH1,S02B1,2024,0.013632883
REGION1,FISODIFH1,S02B1,2025,0.013632883
REGION1,FISODIFH1,S02B1,2026,0.013632883
REGION1,FISODIFH1,S02B1,2027,0.013632883
REGION1,FISODIFH1,S02B1,2028,0.013632883
REGION1,FISODIFH1,S02B1,2029,0.013632883
REGION1,FISODIFH1,S02B1,2030,0.013632883
REGION1,FISODIFH1,S02B1,2031,0.013632883
REGION1,FISODIFH1,S02B1,2032,0.013632883
REGION1,FISODIFH1,S02B1,2033,0.013632883
REGION1,FISODIFH1,S02B1,2034,0.013632883
REGION1,FISODIFH1,S02B1,2035,0.013632883
REGION1,FISODIFH1,S02B1,2036,0.013632883
REGION1,FISODIFH1,S02B1,2037,0.013632883
REGION1,FISODIFH1,S02B1,2038,0.013632883
REGION1,FISODIFH1,S02B1,2039,0.013632883
REGION1,FISODIFH1,S02B1,2040,0.013632883
REGION1,FISODIFH1,S02B1,2041,0.013632883
REGION1,FISODIFH1,S02B1,2042,0.013632883
REGION1,FISODIFH1,S02B1,2043,0.013632883
REGION1,FISODIFH1,S02B1,2044,0.013632883
REGION1,FISODIFH1,S02B1,2045,0.013632883
REGION1,FISODIFH1,S02B1,2046,0.013632883
REGION1,FISODIFH1,S02B1,2047,0.013632883
REGION1,FISODIFH1,S02B1,2048,0.013632883
REGION1,FISODIFH1,S02B1,2049,0.013632883
REGION1,FISODIFH1,S02B1,2050,0.013632883
REGION1,FISODIFH1,S02B1,2051,0.013632883
REGION1,FISODIFH1,S02B1,2052,0.013632883
REGION1,FISODIFH1,S02B1,2053,0.013632883
REGION1,FISODIFH1,S02B1,2054,0.013632883
REGION1,FISODIFH1,S02B1,2055,0.013632883
REGION1,FISODIFH1,S02B1,2056,0.013632883
REGION1,FISODIFH1,S02B1,2057,0.013632883
REGION1,FISODIFH1,S02B1,2058,0.013632883
REGION1,FISODIFH1,S02B1,2059,0.013632883
REGION1,FISODIFH1,S02B1,2060,0.013632883
REGION1,FISODIFH1,S02B2,2015,0.153186967
REGION1,FISODIFH1,S02B2,2016,0.153186967
REGION1,FISODIFH1,S02B2,2017,0.153186967
REGION1,FISODIFH1,S02B2,2018,0.153186967
REGION1,FISODIFH1,S02B2,2019,0.153186967
REGION1,FISODIFH1,S02B2,2020,0.153186967
REGION1,FISODIFH1,S02B2,2021,0.153186967
REGION1,FISODIFH1,S02B2,2022,0.153186967
REGION1,FISODIFH1,S02B2,2023,0.153186967
REGION1,FISODIFH1,S02B2,2024,0.153186967
REGION1,FISODIFH1,S02B2,2025,0.153186967
REGION1,FISODIFH1,S02B2,2026,0.153186967
REGION1,FISODIFH1,S02B2,2027,0.153186967
REGION1,FISODIFH1,S02B2,2028,0.153186967
REGION1,FISODIFH1,S02B2,2029,0.153186967
REGION1,FISODIFH1,S02B2,2030,0.153186967
REGION1,FISODIFH1,S02B2,2031,0.153186967
REGION1,FISODIFH1,S02B2,2032,0.153186967
REGION1,FISODIFH1,S02B2,2033,0.153186967
REGION1,FISODIFH1,S02B2,2034,0.153186967
REGION1,FISODIFH1,S02B2,2035,0.153186967
REGION1,FISODIFH1,S02B2,2036,0.153186967
REGION1,FISODIFH1,S02B2,2037,0.153186967
REGION1,FISODIFH1,S02B2,2038,0.153186967
REGION1,FISODIFH1,S02B2,2039,0.153186967
REGION1,FISODIFH1,S02B2,2040,0.153186967
REGION1,FISODIFH1,S02B2,2041,0.153186967
REGION1,FISODIFH1,S02B2,2042,0.153186967
REGION1,FISODIFH1,S02B2,2043,0.153186967
REGION1,FISODIFH1,S02B2,2044,0.153186967
REGION1,FISODIFH1,S02B2,2045,0.153186967
REGION1,FISODIFH1,S02B2,2046,0.153186967
REGION1,FISODIFH1,S02B2,2047,0.153186967
REGION1,FISODIFH1,S02B2,2048,0.153186967
REGION1,FISODIFH1,S02B2,2049,0.153186967
REGION1,FISODIFH1,S02B2,2050,0.153186967
REGION1,FISODIFH1,S02B2,2051,0.153186967
REGION1,FISODIFH1,S02B2,2052,0.153186967
REGION1,FISODIFH1,S02B2,2053,0.153186967
REGION1,FISODIFH1,S02B2,2054,0.153186967
REGION1,FISODIFH1,S02B2,2055,0.153186967
REGION1,FISODIFH1,S02B2,2056,0.153186967
REGION1,FISODIFH1,S02B2,2057,0.153186967
REGION1,FISODIFH1,S02B2,2058,0.153186967
REGION1,FISODIFH1,S02B2,2059,0.153186967
REGION1,FISODIFH1,S02B2,2060,0.153186967
REGION1,FISODIFH1,S02B3,2015,0.0
REGION1,FISODIFH1,S02B3,2016,0.0
REGION1,FISODIFH1,S02B3,2017,0.0
REGION1,FISODIFH1,S02B3,2018,0.0
REGION1,FISODIFH1,S02B3,2019,0.0
REGION1,FISODIFH1,S02B3,2020,0.0
REGION1,FISODIFH1,S02B3,2021,0.0
REGION1,FISODIFH1,S02B3,2022,0.0
REGION1,FISODIFH1,S02B3,2023,0.0
REGION1,FISODIFH1,S02B3,2024,0.0
REGION1,FISODIFH1,S02B3,2025,0.0
REGION1,FISODIFH1,S02B3,2026,0.0
REGION1,FISODIFH1,S02B3,2027,0.0
REGION1,FISODIFH1,S02B3,2028,0.0
REGION1,FISODIFH1,S02B3,2029,0.0
REGION1,FISODIFH1,S02B3,2030,0.0
REGION1,FISODIFH1,S02B3,2031,0.0
REGION1,FISODIFH1,S02B3,2032,0.0
REGION1,FISODIFH1,S02B3,2033,0.0
REGION1,FISODIFH1,S02B3,2034,0.0
REGION1,FISODIFH1,S02B3,2035,0.0
REGION1,FISODIFH1,S02B3,2036,0.0
REGION1,FISODIFH1,S02B3,2037,0.0
REGION1,FISODIFH1,S02B3,2038,0.0
REGION1,FISODIFH1,S02B3,2039,0.0
REGION1,FISODIFH1,S02B3,2040,0.0
REGION1,FISODIFH1,S02B3,2041,0.0
REGION1,FISODIFH1,S02B3,2042,0.0
REGION1,FISODIFH1,S02B3,2043,0.0
REGION1,FISODIFH1,S02B3,2044,0.0
REGION1,FISODIFH1,S02B3,2045,0.0
REGION1,FISODIFH1,S02B3,2046,0.0
REGION1,FISODIFH1,S02B3,2047,0.0
REGION1,FISODIFH1,S02B3,2048,0.0
REGION1,FISODIFH1,S02B3,2049,0.0
REGION1,FISODIFH1,S02B3,2050,0.0
REGION1,FISODIFH1,S02B3,2051,0.0
REGION1,FISODIFH1,S02B3,2052,0.0
REGION1,FISODIFH1,S02B3,2053,0.0
REGION1,FISODIFH1,S02B3,2054,0.0
REGION1,FISODIFH1,S02B3,2055,0.0
REGION1,FISODIFH1,S02B3,2056,0.0
REGION1,FISODIFH1,S02B3,2057,0.0
REGION1,FISODIFH1,S02B3,2058,0.0
REGION1,FISODIFH1,S02B3,2059,0.0
REGION1,FISODIFH1,S02B3,2060,0.0
REGION1,FISODIFH1,S03B1,2015,0.028964737
REGION1,FISODIFH1,S03B1,2016,0.028964737
REGION1,FISODIFH1,S03B1,2017,0.028964737
REGION1,FISODIFH1,S03B1,2018,0.028964737
REGION1,FISODIFH1,S03B1,2019,0.028964737
REGION1,FISODIFH1,S03B1,2020,0.028964737
REGION1,FISODIFH1,S03B1,2021,0.028964737
REGION1,FISODIFH1,S03B1,2022,0.028964737
REGION1,FISODIFH1,S03B1,2023,0.028964737
REGION1,FISODIFH1,S03B1,2024,0.028964737
REGION1,FISODIFH1,S03B1,2025,0.028964737
REGION1,FISODIFH1,S03B1,2026,0.028964737
REGION1,FISODIFH1,S03B1,2027,0.028964737
REGION1,FISODIFH1,S03B1,2028,0.028964737
REGION1,FISODIFH1,S03B1,2029,0.028964737
REGION1,FISODIFH1,S03B1,2030,0.028964737
REGION1,FISODIFH1,S03B1,2031,0.028964737
REGION1,FISODIFH1,S03B1,2032,0.028964737
REGION1,FISODIFH1,S03B1,2033,0.028964737
REGION1,FISODIFH1,S03B1,2034,0.028964737
REGION1,FISODIFH1,S03B1,2035,0.028964737
REGION1,FISODIFH1,S03B1,2036,0.028964737
REGION1,FISODIFH1,S03B1,2037,0.028964737
REGION1,FISODIFH1,S03B1,2038,0.028964737
REGION1,FISODIFH1,S03B1,2039,0.028964737
REGION1,FISODIFH1,S03B1,2040,0.028964737
REGION1,FISODIFH1,S03B1,2041,0.028964737
REGION1,FISODIFH1,S03B1,2042,0.028964737
REGION1,FISODIFH1,S03B1,2043,0.028964737
REGION1,FISODIFH1,S03B1,2044,0.028964737
REGION1,FISODIFH1,S03B1,2045,0.028964737
REGION1,FISODIFH1,S03B1,2046,0.028964737
REGION1,FISODIFH1,S03B1,2047,0.028964737
REGION1,FISODIFH1,S03B1,2048,0.028964737
REGION1,FISODIFH1,S03B1,2049,0.028964737
REGION1,FISODIFH1,S03B1,2050,0.028964737
REGION1,FISODIFH1,S03B1,2051,0.028964737
REGION1,FISODIFH1,S03B1,2052,0.028964737
REGION1,FISODIFH1,S03B1,2053,0.028964737
REGION1,FISODIFH1,S03B1,2054,0.028964737
REGION1,FISODIFH1,S03B1,2055,0.028964737
REGION1,FISODIFH1,S03B1,2056,0.028964737
REGION1,FISODIFH1,S03B1,2057,0.028964737
REGION1,FISODIFH1,S03B1,2058,0.028964737
REGION1,FISODIFH1,S03B1,2059,0.028964737
REGION1,FISODIFH1,S03B1,2060,0.028964737
REGION1,FISODIFH1,S03B2,2015,0.21897177
REGION1,FISODIFH1,S03B2,2016,0.21897177
REGION1,FISODIFH1,S03B2,2017,0.21897177
REGION1,FISODIFH1,S03B2,2018,0.21897177
REGION1,FISODIFH1,S03B2,2019,0.21897177
REGION1,FISODIFH1,S03B2,2020,0.21897177
REGION1,FISODIFH1,S03B2,2021,0.21897177
REGION1,FISODIFH1,S03B2,2022,0.21897177
REGION1,FISODIFH1,S03B2,2023,0.21897177
REGION1,FISODIFH1,S03B2,2024,0.21897177
REGION1,FISODIFH1,S03B2,2025,0.21897177
REGION1,FISODIFH1,S03B2,2026,0.21897177
REGION1,FISODIFH1,S03B2,2027,0.21897177
REGION1,FISODIFH1,S03B2,2028,0.21897177
REGION1,FISODIFH1,S03B2,2029,0.21897177
REGION1,FISODIFH1,S03B2,2030,0.21897177
REGION1,FISODIFH1,S03B2,2031,0.21897177
REGION1,FISODIFH1,S03B2,2032,0.21897177
REGION1,FISODIFH1,S03B2,2033,0.21897177
REGION1,FISODIFH1,S03B2,2034,0.21897177
REGION1,FISODIFH1,S03B2,2035,0.21897177
REGION1,FISODIFH1,S03B2,2036,0.21897177
REGION1,FISODIFH1,S03B2,2037,0.21897177
REGION1,FISODIFH1,S03B2,2038,0.21897177
REGION1,FISODIFH1,S03B2,2039,0.21897177
REGION1,FISODIFH1,S03B2,2040,0.21897177
REGION1,FISODIFH1,S03B2,2041,0.21897177
REGION1,FISODIFH1,S03B2,2042,0.21897177
REGION1,FISODIFH1,S03B2,2043,0.21897177
REGION1,FISODIFH1,S03B2,2044,0.21897177
REGION1,FISODIFH1,S03B2,2045,0.21897177
REGION1,FISODIFH1,S03B2,2046,0.21897177
REGION1,FISODIFH1,S03B2,2047,0.21897177
REGION1,FISODIFH1,S03B2,2048,0.21897177
REGION1,FISODIFH1,S03B2,2049,0.21897177
REGION1,FISODIFH1,S03B2,2050,0.21897177
REGION1,FISODIFH1,S03B2,2051,0.21897177
REGION1,FISODIFH1,S03B2,2052,0.21897177
REGION1,FISODIFH1,S03B2,2053,0.21897177
REGION1,FISODIFH1,S03B2,2054,0.21897177
REGION1,FISODIFH1,S03B2,2055,0.21897177
REGION1,FISODIFH1,S03B2,2056,0.21897177
REGION1,FISODIFH1,S03B2,2057,0.21897177
REGION1,FISODIFH1,S03B2,2058,0.21897177
REGION1,FISODIFH1,S03B2,2059,0.21897177
REGION1,FISODIFH1,S03B2,2060,0.21897177
REGION1,FISODIFH1,S03B3,2015,0.0
REGION1,FISODIFH1,S03B3,2016,0.0
REGION1,FISODIFH1,S03B3,2017,0.0
REGION1,FISODIFH1,S03B3,2018,0.0
REGION1,FISODIFH1,S03B3,2019,0.0
REGION1,FISODIFH1,S03B3,2020,0.0
REGION1,FISODIFH1,S03B3,2021,0.0
REGION1,FISODIFH1,S03B3,2022,0.0
REGION1,FISODIFH1,S03B3,2023,0.0
REGION1,FISODIFH1,S03B3,2024,0.0
REGION1,FISODIFH1,S03B3,2025,0.0
REGION1,FISODIFH1,S03B3,2026,0.0
REGION1,FISODIFH1,S03B3,2027,0.0
REGION1,FISODIFH1,S03B3,2028,0.0
REGION1,FISODIFH1,S03B3,2029,0.0
REGION1,FISODIFH1,S03B3,2030,0.0
REGION1,FISODIFH1,S03B3,2031,0.0
REGION1,FISODIFH1,S03B3,2032,0.0
REGION1,FISODIFH1,S03B3,2033,0.0
REGION1,FISODIFH1,S03B3,2034,0.0
REGION1,FISODIFH1,S03B3,2035,0.0
REGION1,FISODIFH1,S03B3,2036,0.0
REGION1,FISODIFH1,S03B3,2037,0.0
REGION1,FISODIFH1,S03B3,2038,0.0
REGION1,FISODIFH1,S03B3,2039,0.0
REGION1,FISODIFH1,S03B3,2040,0.0
REGION1,FISODIFH1,S03B3,2041,0.0
REGION1,FISODIFH1,S03B3,2042,0.0
REGION1,FISODIFH1,S03B3,2043,0.0
REGION1,FISODIFH1,S03B3,2044,0.0
REGION1,FISODIFH1,S03B3,2045,0.0
REGION1,FISODIFH1,S03B3,2046,0.0
REGION1,FISODIFH1,S03B3,2047,0.0
REGION1,FISODIFH1,S03B3,2048,0.0
REGION1,FISODIFH1,S03B3,2049,0.0
REGION1,FISODIFH1,S03B3,2050,0.0
REGION1,FISODIFH1,S03B3,2051,0.0
REGION1,FISODIFH1,S03B3,2052,0.0
REGION1,FISODIFH1,S03B3,2053,0.0
REGION1,FISODIFH1,S03B3,2054,0.0
REGION1,FISODIFH1,S03B3,2055,0.0
REGION1,FISODIFH1,S03B3,2056,0.0
REGION1,FISODIFH1,S03B3,2057,0.0
REGION1,FISODIFH1,S03B3,2058,0.0
REGION1,FISODIFH1,S03B3,2059,0.0
REGION1,FISODIFH1,S03B3,2060,0.0
REGION1,FISODIFH1,S04B1,2015,7.78455e-05
REGION1,FISODIFH1,S04B1,2016,7.78455e-05
REGION1,FISODIFH1,S04B1,2017,7.78455e-05
REGION1,FISODIFH1,S04B1,2018,7.78455e-05
REGION1,FISODIFH1,S04B1,2019,7.78455e-05
REGION1,FISODIFH1,S04B1,2020,7.78455e-05
REGION1,FISODIFH1,S04B1,2021,7.78455e-05
REGION1,FISODIFH1,S04B1,2022,7.78455e-05
REGION1,FISODIFH1,S04B1,2023,7.78455e-05
REGION1,FISODIFH1,S04B1,2024,7.78455e-05
REGION1,FISODIFH1,S04B1,2025,7.78455e-05
REGION1,FISODIFH1,S04B1,2026,7.78455e-05
REGION1,FISODIFH1,S04B1,2027,7.78455e-05
REGION1,FISODIFH1,S04B1,2028,7.78455e-05
REGION1,FISODIFH1,S04B1,2029,7.78455e-05
REGION1,FISODIFH1,S04B1,2030,7.78455e-05
REGION1,FISODIFH1,S04B1,2031,7.78455e-05
REGION1,FISODIFH1,S04B1,2032,7.78455e-05
REGION1,FISODIFH1,S04B1,2033,7.78455e-05
REGION1,FISODIFH1,S04B1,2034,7.78455e-05
REGION1,FISODIFH1,S04B1,2035,7.78455e-05
REGION1,FISODIFH1,S04B1,2036,7.78455e-05
REGION1,FISODIFH1,S04B1,2037,7.78455e-05
REGION1,FISODIFH1,S04B1,2038,7.78455e-05
REGION1,FISODIFH1,S04B1,2039,7.78455e-05
REGION1,FISODIFH1,S04B1,2040,7.78455e-05
REGION1,FISODIFH1,S04B1,2041,7.78455e-05
REGION1,FISODIFH1,S04B1,2042,7.78455e-05
REGION1,FISODIFH1,S04B1,2043,7.78455e-05
REGION1,FISODIFH1,S04B1,2044,7.78455e-05
REGION1,FISODIFH1,S04B1,2045,7.78455e-05
REGION1,FISODIFH1,S04B1,2046,7.78455e-05
REGION1,FISODIFH1,S04B1,2047,7.78455e-05
REGION1,FISODIFH1,S04B1,2048,7.78455e-05
REGION1,FISODIFH1,S04B1,2049,7.78455e-05
REGION1,FISODIFH1,S04B1,2050,7.78455e-05
REGION1,FISODIFH1,S04B1,2051,7.78455e-05
REGION1,FISODIFH1,S04B1,2052,7.78455e-05
REGION1,FISODIFH1,S04B1,2053,7.78455e-05
REGION1,FISODIFH1,S04B1,2054,7.78455e-05
REGION1,FISODIFH1,S04B1,2055,7.78455e-05
REGION1,FISODIFH1,S04B1,2056,7.78455e-05
REGION1,FISODIFH1,S04B1,2057,7.78455e-05
REGION1,FISODIFH1,S04B1,2058,7.78455e-05
REGION1,FISODIFH1,S04B1,2059,7.78455e-05
REGION1,FISODIFH1,S04B1,2060,7.78455e-05
REGION1,FISODIFH1,S04B2,2015,0.040374217
REGION1,FISODIFH1,S04B2,2016,0.040374217
REGION1,FISODIFH1,S04B2,2017,0.040374217
REGION1,FISODIFH1,S04B2,2018,0.040374217
REGION1,FISODIFH1,S04B2,2019,0.040374217
REGION1,FISODIFH1,S04B2,2020,0.040374217
REGION1,FISODIFH1,S04B2,2021,0.040374217
REGION1,FISODIFH1,S04B2,2022,0.040374217
REGION1,FISODIFH1,S04B2,2023,0.040374217
REGION1,FISODIFH1,S04B2,2024,0.040374217
REGION1,FISODIFH1,S04B2,2025,0.040374217
REGION1,FISODIFH1,S04B2,2026,0.040374217
REGION1,FISODIFH1,S04B2,2027,0.040374217
REGION1,FISODIFH1,S04B2,2028,0.040374217
REGION1,FISODIFH1,S04B2,2029,0.040374217
REGION1,FISODIFH1,S04B2,2030,0.040374217
REGION1,FISODIFH1,S04B2,2031,0.040374217
REGION1,FISODIFH1,S04B2,2032,0.040374217
REGION1,FISODIFH1,S04B2,2033,0.040374217
REGION1,FISODIFH1,S04B2,2034,0.040374217
REGION1,FISODIFH1,S04B2,2035,0.040374217
REGION1,FISODIFH1,S04B2,2036,0.040374217
REGION1,FISODIFH1,S04B2,2037,0.040374217
REGION1,FISODIFH1,S04B2,2038,0.040374217
REGION1,FISODIFH1,S04B2,2039,0.040374217
REGION1,FISODIFH1,S04B2,2040,0.040374217
REGION1,FISODIFH1,S04B2,2041,0.040374217
REGION1,FISODIFH1,S04B2,2042,0.040374217
REGION1,FISODIFH1,S04B2,2043,0.040374217
REGION1,FISODIFH1,S04B2,2044,0.040374217
REGION1,FISODIFH1,S04B2,2045,0.040374217
REGION1,FISODIFH1,S04B2,2046,0.040374217
REGION1,FISODIFH1,S04B2,2047,0.040374217
REGION1,FISODIFH1,S04B2,2048,0.040374217
REGION1,FISODIFH1,S04B2,2049,0.040374217
REGION1,FISODIFH1,S04B2,2050,0.040374217
REGION1,FISODIFH1,S04B2,2051,0.040374217
REGION1,FISODIFH1,S04B2,2052,0.040374217
REGION1,FISODIFH1,S04B2,2053,0.040374217
REGION1,FISODIFH1,S04B2,2054,0.040374217
REGION1,FISODIFH1,S04B2,2055,0.040374217
REGION1,FISODIFH1,S04B2,2056,0.040374217
REGION1,FISODIFH1,S04B2,2057,0.040374217
REGION1,FISODIFH1,S04B2,2058,0.040374217
REGION1,FISODIFH1,S04B2,2059,0.040374217
REGION1,FISODIFH1,S04B2,2060,0.040374217
REGION1,FISODIFH1,S04B3,2015,0.0
REGION1,FISODIFH1,S04B3,2016,0.0
REGION1,FISODIFH1,S04B3,2017,0.0
REGION1,FISODIFH1,S04B3,2018,0.0
REGION1,FISODIFH1,S04B3,2019,0.0
REGION1,FISODIFH1,S04B3,2020,0.0
REGION1,FISODIFH1,S04B3,2021,0.0
REGION1,FISODIFH1,S04B3,2022,0.0
REGION1,FISODIFH1,S04B3,2023,0.0
REGION1,FISODIFH1,S04B3,2024,0.0
REGION1,FISODIFH1,S04B3,2025,0.0
REGION1,FISODIFH1,S04B3,2026,0.0
REGION1,FISODIFH1,S04B3,2027,0.0
REGION1,FISODIFH1,S04B3,2028,0.0
REGION1,FISODIFH1,S04B3,2029,0.0
