REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2015,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2016,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2017,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2018,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2019,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2020,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2021,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2022,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2023,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2024,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2025,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2026,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2027,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2028,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2029,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2030,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2031,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2032,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2033,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2034,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2035,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2036,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2037,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2038,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2039,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2040,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2041,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2042,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2043,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2044,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2045,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2046,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2047,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2048,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2049,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2050,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2051,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2052,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2053,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2054,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2055,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2056,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2057,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2058,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2059,0.0217
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,DKPM25,1,2060,0.0217
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2015,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2016,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2017,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2018,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2019,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2020,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2021,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2022,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2023,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2024,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2025,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2026,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2027,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2028,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2029,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2030,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2031,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2032,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2033,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2034,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2035,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2036,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2037,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2038,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2039,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2040,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2041,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2042,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2043,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2044,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2045,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2046,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2047,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2048,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2049,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2050,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2051,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2052,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2053,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2054,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2055,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2056,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2057,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2058,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2059,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined cycle (CC)| Primary energy commodity (P)| Historic (H)| size 1,DKPM25,1,2060,0.0002
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2015,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2016,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2017,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2018,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2019,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2020,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2021,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2022,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2023,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2024,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2025,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2026,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2027,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2028,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2029,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2030,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2031,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2032,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2033,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2034,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2035,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2036,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2037,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2038,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2039,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2040,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2041,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2042,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2043,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2044,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2045,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2046,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2047,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2048,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2049,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2050,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2051,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2052,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2053,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2054,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2055,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2056,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2057,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2058,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2059,0.133
REGION1,Denmark (DK)| Biomass (BM)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2060,0.133
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2015,-278.4781206
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2016,-274.0810976
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2017,-269.6840746
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2018,-265.2870517
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2019,-260.8900287
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2020,-256.4930058
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2021,-251.9666586
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2022,-247.4403115
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2023,-242.9139643
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2024,-238.3876171
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2025,-233.86127
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2026,-229.3349228
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2027,-224.8085757
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2028,-220.2822285
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2029,-215.7558813
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2030,-211.2295342
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2031,-210.6260212
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2032,-210.0225083
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2033,-209.4189953
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2034,-208.8154823
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2035,-208.2119694
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2036,-207.6084564
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2037,-207.0049435
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2038,-206.4014305
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2039,-205.7979176
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2040,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2041,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2042,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2043,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2044,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2045,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2046,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2047,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2048,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2049,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2050,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2051,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2052,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2053,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2054,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2055,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2056,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2057,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2058,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2059,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,CO2,1,2060,-205.1944046
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,DKPM25,1,2015,0.133
