REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DKBMCSPN2,1,2042,DKBM,S03B1,13.15467724260121
REGION1,DKBMCSPN2,1,2042,DKBM,S03B2,13.15467724260121
REGION1,DKBMCSPN2,1,2042,DKBM,S03B3,13.15467724260121
REGION1,DKBMCSPN2,1,2042,DKBM,S04B2,13.15467724260121
REGION1,DKBMCSPN2,1,2042,DKBM,S05B2,13.15467724260121
REGION1,DKBMCSPN2,1,2043,DKBM,S01B2,14.912842137322986
REGION1,DKBMCSPN2,1,2043,DKBM,S01B3,14.912842137322986
REGION1,DKBMCSPN2,1,2043,DKBM,S02B1,14.912842137322986
REGION1,DKBMCSPN2,1,2043,DKBM,S02B2,14.912842137322986
REGION1,DKBMCSPN2,1,2043,DKBM,S03B1,13.383021034786267
REGION1,DKBMCSPN2,1,2043,DKBM,S03B2,14.912842137322986
REGION1,DKBMCSPN2,1,2043,DKBM,S03B3,14.912842137322986
REGION1,DKBMCSPN2,1,2043,DKBM,S04B2,14.912842137322986
REGION1,DKBMCSPN2,1,2043,DKBM,S05B2,11.10669614787993
REGION1,DKBMCSPN2,1,2043,DKBM,S05B3,14.912842137322986
REGION1,DKBMCSPN2,1,2044,DKBM,S01B2,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S01B3,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S02B2,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S02B3,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S03B1,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S03B2,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S03B3,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S04B2,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S05B2,16.857778465415258
REGION1,DKBMCSPN2,1,2044,DKBM,S05B3,2.9500946180704766
REGION1,DKBMCSPN2,1,2045,DKBM,S01B2,18.660672551899857
REGION1,DKBMCSPN2,1,2045,DKBM,S01B3,16.440092330579265
REGION1,DKBMCSPN2,1,2045,DKBM,S02B1,19.00307772921322
REGION1,DKBMCSPN2,1,2045,DKBM,S02B2,16.55193692174054
REGION1,DKBMCSPN2,1,2045,DKBM,S02B3,19.00307772921322
REGION1,DKBMCSPN2,1,2045,DKBM,S03B1,17.311546329233387
REGION1,DKBMCSPN2,1,2045,DKBM,S03B2,19.00307772921322
REGION1,DKBMCSPN2,1,2045,DKBM,S03B3,19.00307772921322
REGION1,DKBMCSPN2,1,2045,DKBM,S04B2,19.00307772921322
REGION1,DKBMCSPN2,1,2045,DKBM,S05B2,19.00307772921322
REGION1,DKBMCSPN2,1,2046,DKBM,S01B2,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S01B3,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S02B1,2.020778400535294
REGION1,DKBMCSPN2,1,2046,DKBM,S02B2,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S02B3,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S03B1,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S03B2,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S03B3,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S04B2,21.362710688752486
REGION1,DKBMCSPN2,1,2046,DKBM,S05B2,21.362710688752486
REGION1,DKBMCSPN2,1,2047,DKBM,S01B2,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S01B3,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S02B1,2.2656171978789286
REGION1,DKBMCSPN2,1,2047,DKBM,S02B2,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S02B3,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S03B1,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S03B2,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S03B3,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S04B2,23.95103031432137
REGION1,DKBMCSPN2,1,2047,DKBM,S05B2,23.95103031432137
REGION1,DKBMCSPN2,1,2048,DKBM,S01B2,26.782803608652365
REGION1,DKBMCSPN2,1,2048,DKBM,S01B3,26.782803608652365
REGION1,DKBMCSPN2,1,2048,DKBM,S02B1,18.9689544418591
REGION1,DKBMCSPN2,1,2048,DKBM,S02B2,26.782803608652365
REGION1,DKBMCSPN2,1,2048,DKBM,S02B3,16.518015476222548
REGION1,DKBMCSPN2,1,2048,DKBM,S03B1,26.782803608652365
REGION1,DKBMCSPN2,1,2048,DKBM,S03B2,26.782803608652365
REGION1,DKBMCSPN2,1,2048,DKBM,S03B3,21.52035156457179
REGION1,DKBMCSPN2,1,2048,DKBM,S04B2,26.782803608652365
REGION1,DKBMCSPN2,1,2048,DKBM,S05B2,26.782803608652365
REGION1,DKBMCSPN2,1,2049,DKBM,S01B2,29.873289787450158
REGION1,DKBMCSPN2,1,2049,DKBM,S01B3,29.873289787450158
REGION1,DKBMCSPN2,1,2049,DKBM,S02B1,29.873289787450158
REGION1,DKBMCSPN2,1,2049,DKBM,S02B2,29.873289787450158
REGION1,DKBMCSPN2,1,2049,DKBM,S02B3,24.598723093290367
REGION1,DKBMCSPN2,1,2049,DKBM,S03B1,29.873289787450158
REGION1,DKBMCSPN2,1,2049,DKBM,S03B2,29.873289787450158
REGION1,DKBMCSPN2,1,2049,DKBM,S03B3,19.64700551309123
REGION1,DKBMCSPN2,1,2049,DKBM,S04B2,29.873289787450158
REGION1,DKBMCSPN2,1,2049,DKBM,S05B2,29.873289787450158
REGION1,DKBMCSPN2,1,2050,DKBM,S01B2,33.2383926930716
REGION1,DKBMCSPN2,1,2050,DKBM,S01B3,33.2383926930716
REGION1,DKBMCSPN2,1,2050,DKBM,S02B1,10.569746666046163
REGION1,DKBMCSPN2,1,2050,DKBM,S02B2,33.2383926930716
REGION1,DKBMCSPN2,1,2050,DKBM,S03B1,29.76577554087101
REGION1,DKBMCSPN2,1,2050,DKBM,S03B2,33.2383926930716
REGION1,DKBMCSPN2,1,2050,DKBM,S03B3,33.2383926930716
REGION1,DKBMCSPN2,1,2050,DKBM,S04B2,33.2383926930716
