REGION,STORAGE,YEAR,VALUE
REGION1,DKHGSTPN2,2015,0.021565698767799447
REGION1,NOHGSTPN2,2036,0.003923313988488894
REGION1,NOHGSTPN2,2037,0.0016245514128943317
