REGION,TIMESLICE,FUEL,YEAR,VALUE
REGION1,S03B2,EEE2,2018,8.38289502596
REGION1,S03B3,EEE2,2018,1.3271460215000002
REGION1,S04B1,EEE2,2018,0.60773369832
REGION1,S04B2,EEE2,2018,2.1430255321
REGION1,S04B3,EEE2,2018,0.33840068018
REGION1,S05B1,EEE2,2018,0.61102696442
REGION1,S05B2,EEE2,2018,2.15445282646
REGION1,S05B3,EEE2,2018,0.34544888062
REGION1,S01B1,EEE2,2019,1.058890695
REGION1,S01B2,EEE2,2019,3.6057996924
REGION1,S01B3,EEE2,2019,0.5890126068
REGION1,S02B1,EEE2,2019,0.5627159310000001
REGION1,S02B2,EEE2,2019,1.9950419406
REGION1,S02B3,EEE2,2019,0.2007720912
REGION1,S03B1,EEE2,2019,1.8652944114
REGION1,S03B2,EEE2,2019,8.3893984356
REGION1,S03B3,EEE2,2019,1.3281756150000001
REGION1,S04B1,EEE2,2019,0.6082051752000001
REGION1,S04B2,EEE2,2019,2.144688081
REGION1,S04B3,EEE2,2019,0.33866320980000003
REGION1,S05B1,EEE2,2019,0.6115009962
REGION1,S05B2,EEE2,2019,2.1561242406
REGION1,S05B3,EEE2,2019,0.3457168782
REGION1,S01B1,EEE2,2020,1.0597115405000002
REGION1,S01B2,EEE2,2020,3.60859488596
REGION1,S01B3,EEE2,2020,0.5894692057200001
REGION1,S02B1,EEE2,2020,0.5631521449000001
REGION1,S02B2,EEE2,2020,1.99658848474
REGION1,S02B3,EEE2,2020,0.20092772848
REGION1,S03B1,EEE2,2020,1.86674037606
REGION1,S03B2,EEE2,2020,8.39590184524
REGION1,S03B3,EEE2,2020,1.3292052085000001
REGION1,S04B1,EEE2,2020,0.60867665208
REGION1,S04B2,EEE2,2020,2.1463506298999997
REGION1,S04B3,EEE2,2020,0.33892573942000004
REGION1,S05B1,EEE2,2020,0.6119750279799999
REGION1,S05B2,EEE2,2020,2.1577956547399997
REGION1,S05B3,EEE2,2020,0.34598487578
REGION1,S01B1,EEE2,2021,1.0810535235
REGION1,S01B2,EEE2,2021,3.68126991852
REGION1,S01B3,EEE2,2021,0.60134077764
REGION1,S02B1,EEE2,2021,0.5744937063000001
REGION1,S02B2,EEE2,2021,2.03679863238
REGION1,S02B3,EEE2,2021,0.20497429776
REGION1,S03B1,EEE2,2021,1.90433545722
REGION1,S03B2,EEE2,2021,8.56499049588
REGION1,S03B3,EEE2,2021,1.3559746395
REGION1,S04B1,EEE2,2021,0.62093505096
REGION1,S04B2,EEE2,2021,2.1895769012999997
REGION1,S04B3,EEE2,2021,0.34575150954
REGION1,S05B1,EEE2,2021,0.62429985426
REGION1,S05B2,EEE2,2021,2.2012524223799996
REGION1,S05B3,EEE2,2021,0.35295281286
REGION1,S01B1,EEE2,2022,1.10280592925
REGION1,S01B2,EEE2,2022,3.75534254786
REGION1,S01B3,EEE2,2022,0.6134406490200001
REGION1,S02B1,EEE2,2022,0.5860533746500001
REGION1,S02B2,EEE2,2022,2.07778205209
REGION1,S02B3,EEE2,2022,0.20909868568
REGION1,S03B1,EEE2,2022,1.9426535207100002
REGION1,S03B2,EEE2,2022,8.73733085134
REGION1,S03B3,EEE2,2022,1.3832588672500001
REGION1,S04B1,EEE2,2022,0.63342918828
REGION1,S04B2,EEE2,2022,2.23363444715
REGION1,S04B3,EEE2,2022,0.35270854447000005
REGION1,S05B1,EEE2,2022,0.63686169643
REGION1,S05B2,EEE2,2022,2.24554489709
REGION1,S05B3,EEE2,2022,0.36005474873
REGION1,S01B1,EEE2,2023,1.1245583350000001
REGION1,S01B2,EEE2,2023,3.8294151771999996
REGION1,S01B3,EEE2,2023,0.6255405204
REGION1,S02B1,EEE2,2023,0.597613043
REGION1,S02B2,EEE2,2023,2.1187654717999997
REGION1,S02B3,EEE2,2023,0.2132230736
REGION1,S03B1,EEE2,2023,1.9809715842
REGION1,S03B2,EEE2,2023,8.909671206799999
REGION1,S03B3,EEE2,2023,1.410543095
REGION1,S04B1,EEE2,2023,0.6459233256
REGION1,S04B2,EEE2,2023,2.277691993
REGION1,S04B3,EEE2,2023,0.3596655794
REGION1,S05B1,EEE2,2023,0.6494235385999999
REGION1,S05B2,EEE2,2023,2.2898373717999996
REGION1,S05B3,EEE2,2023,0.3671566846
REGION1,S01B1,EEE2,2024,1.1463107407500002
REGION1,S01B2,EEE2,2024,3.90348780654
REGION1,S01B3,EEE2,2024,0.63764039178
REGION1,S02B1,EEE2,2024,0.6091727113500001
REGION1,S02B2,EEE2,2024,2.15974889151
REGION1,S02B3,EEE2,2024,0.21734746152
REGION1,S03B1,EEE2,2024,2.01928964769
REGION1,S03B2,EEE2,2024,9.08201156226
REGION1,S03B3,EEE2,2024,1.43782732275
REGION1,S04B1,EEE2,2024,0.65841746292
REGION1,S04B2,EEE2,2024,2.32174953885
REGION1,S04B3,EEE2,2024,0.36662261433000004
REGION1,S05B1,EEE2,2024,0.6619853807699999
REGION1,S05B2,EEE2,2024,2.3341298465099998
REGION1,S05B3,EEE2,2024,0.37425862046999997
REGION1,S01B1,EEE2,2025,1.1680631465000002
REGION1,S01B2,EEE2,2025,3.97756043588
REGION1,S01B3,EEE2,2025,0.64974026316
REGION1,S02B1,EEE2,2025,0.6207323797000001
REGION1,S02B2,EEE2,2025,2.20073231122
REGION1,S02B3,EEE2,2025,0.22147184944
REGION1,S03B1,EEE2,2025,2.05760771118
REGION1,S03B2,EEE2,2025,9.25435191772
REGION1,S03B3,EEE2,2025,1.4651115505
REGION1,S04B1,EEE2,2025,0.6709116002400001
REGION1,S04B2,EEE2,2025,2.3658070847
REGION1,S04B3,EEE2,2025,0.37357964926000004
REGION1,S05B1,EEE2,2025,0.67454722294
REGION1,S05B2,EEE2,2025,2.37842232122
REGION1,S05B3,EEE2,2025,0.38136055634
REGION1,S01B1,EEE2,2026,1.1943302025000002
REGION1,S01B2,EEE2,2026,4.0670066298
REGION1,S01B3,EEE2,2026,0.6643514286000001
REGION1,S02B1,EEE2,2026,0.6346912245
REGION1,S02B2,EEE2,2026,2.2502217237
REGION1,S02B3,EEE2,2026,0.22645224240000003
REGION1,S03B1,EEE2,2026,2.1038785803000004
REGION1,S03B2,EEE2,2026,9.4624610262
REGION1,S03B3,EEE2,2026,1.4980585425000001
REGION1,S04B1,EEE2,2026,0.6859988604
REGION1,S04B2,EEE2,2026,2.4190086495
REGION1,S04B3,EEE2,2026,0.38198059710000004
REGION1,S05B1,EEE2,2026,0.6897162399
REGION1,S05B2,EEE2,2026,2.4319075736999998
REGION1,S05B3,EEE2,2026,0.3899364789
REGION1,S01B1,EEE2,2027,1.2205972585
REGION1,S01B2,EEE2,2027,4.15645282372
REGION1,S01B3,EEE2,2027,0.6789625940399999
REGION1,S02B1,EEE2,2027,0.6486500693
REGION1,S02B2,EEE2,2027,2.2997111361799996
REGION1,S02B3,EEE2,2027,0.23143263536
REGION1,S03B1,EEE2,2027,2.15014944942
REGION1,S03B2,EEE2,2027,9.670570134679998
REGION1,S03B3,EEE2,2027,1.5310055345
REGION1,S04B1,EEE2,2027,0.70108612056
REGION1,S04B2,EEE2,2027,2.4722102142999995
REGION1,S04B3,EEE2,2027,0.39038154494
REGION1,S05B1,EEE2,2027,0.7048852568599999
REGION1,S05B2,EEE2,2027,2.4853928261799996
REGION1,S05B3,EEE2,2027,0.39851240146
REGION1,S01B1,EEE2,2028,1.2472747372500002
REGION1,S01B2,EEE2,2028,4.24729661442
REGION1,S01B3,EEE2,2028,0.69380205894
REGION1,S02B1,EEE2,2028,0.66282702105
REGION1,S02B2,EEE2,2028,2.34997382073
REGION1,S02B3,EEE2,2028,0.23649084696
REGION1,S03B1,EEE2,2028,2.19714330087
REGION1,S03B2,EEE2,2028,9.881930947979999
REGION1,S03B3,EEE2,2028,1.5644673232500002
REGION1,S04B1,EEE2,2028,0.71640911916
REGION1,S04B2,EEE2,2028,2.52624305355
REGION1,S04B3,EEE2,2028,0.39891375759000003
REGION1,S05B1,EEE2,2028,0.72029128971
REGION1,S05B2,EEE2,2028,2.53971378573
REGION1,S05B3,EEE2,2028,0.40722232281
REGION1,S01B1,EEE2,2029,1.273952216
REGION1,S01B2,EEE2,2029,4.33814040512
REGION1,S01B3,EEE2,2029,0.70864152384
REGION1,S02B1,EEE2,2029,0.6770039728
REGION1,S02B2,EEE2,2029,2.4002365052799997
REGION1,S02B3,EEE2,2029,0.24154905856
REGION1,S03B1,EEE2,2029,2.24413715232
REGION1,S03B2,EEE2,2029,10.09329176128
REGION1,S03B3,EEE2,2029,1.597929112
REGION1,S04B1,EEE2,2029,0.73173211776
REGION1,S04B2,EEE2,2029,2.5802758927999996
REGION1,S04B3,EEE2,2029,0.40744597024
REGION1,S05B1,EEE2,2029,0.73569732256
REGION1,S05B2,EEE2,2029,2.5940347452799997
REGION1,S05B3,EEE2,2029,0.41593224415999996
REGION1,S01B1,EEE2,2030,1.3006296947500002
REGION1,S01B2,EEE2,2030,4.42898419582
REGION1,S01B3,EEE2,2030,0.72348098874
REGION1,S02B1,EEE2,2030,0.69118092455
REGION1,S02B2,EEE2,2030,2.45049918983
REGION1,S02B3,EEE2,2030,0.24660727016000003
REGION1,S03B1,EEE2,2030,2.2911310037700003
REGION1,S03B2,EEE2,2030,10.30465257458
REGION1,S03B3,EEE2,2030,1.63139090075
REGION1,S04B1,EEE2,2030,0.74705511636
REGION1,S04B2,EEE2,2030,2.63430873205
REGION1,S04B3,EEE2,2030,0.41597818289000005
REGION1,S05B1,EEE2,2030,0.75110335541
REGION1,S05B2,EEE2,2030,2.6483557048299997
REGION1,S05B3,EEE2,2030,0.42464216551
REGION1,S01B1,EEE2,2031,1.3453657745
REGION1,S01B2,EEE2,2031,4.58132224484
REGION1,S01B3,EEE2,2031,0.74836562988
REGION1,S02B1,EEE2,2031,0.7149545821000001
REGION1,S02B2,EEE2,2031,2.53478584546
REGION1,S02B3,EEE2,2031,0.25508950192
REGION1,S03B1,EEE2,2031,2.3699360777400003
REGION1,S03B2,EEE2,2031,10.65908839996
REGION1,S03B3,EEE2,2031,1.6875037465000002
REGION1,S04B1,EEE2,2031,0.77275060632
REGION1,S04B2,EEE2,2031,2.7249176471
REGION1,S04B3,EEE2,2031,0.43028604718
REGION1,S05B1,EEE2,2031,0.77693808742
REGION1,S05B2,EEE2,2031,2.73944777546
REGION1,S05B3,EEE2,2031,0.43924803362000003
REGION1,S01B1,EEE2,2032,1.3896914315000002
REGION1,S01B2,EEE2,2032,4.7322626970799995
REGION1,S01B3,EEE2,2032,0.77302197156
REGION1,S02B1,EEE2,2032,0.7385101327
REGION1,S02B2,EEE2,2032,2.61829922902
REGION1,S02B3,EEE2,2032,0.26349391504
REGION1,S03B1,EEE2,2032,2.44801816938
REGION1,S03B2,EEE2,2032,11.01027252052
REGION1,S03B3,EEE2,2032,1.7431017955
REGION1,S04B1,EEE2,2032,0.7982103578399999
REGION1,S04B2,EEE2,2032,2.8146952876999998
REGION1,S04B3,EEE2,2032,0.44446264666
REGION1,S05B1,EEE2,2032,0.80253580354
REGION1,S05B2,EEE2,2032,2.82970413902
REGION1,S05B3,EEE2,2032,0.45371990294
REGION1,S01B1,EEE2,2033,1.4344275112500002
REGION1,S01B2,EEE2,2033,4.8846007461
REGION1,S01B3,EEE2,2033,0.7979066127000001
REGION1,S02B1,EEE2,2033,0.7622837902500001
REGION1,S02B2,EEE2,2033,2.70258588465
REGION1,S02B3,EEE2,2033,0.27197614680000004
REGION1,S03B1,EEE2,2033,2.5268232433500004
REGION1,S03B2,EEE2,2033,11.3647083459
REGION1,S03B3,EEE2,2033,1.7992146412500003
REGION1,S04B1,EEE2,2033,0.8239058478000001
REGION1,S04B2,EEE2,2033,2.90530420275
REGION1,S04B3,EEE2,2033,0.45877051095000004
REGION1,S05B1,EEE2,2033,0.8283705355500001
REGION1,S05B2,EEE2,2033,2.92079620965
REGION1,S05B3,EEE2,2033,0.46832577105000006
REGION1,S01B1,EEE2,2034,1.4787531682500001
REGION1,S01B2,EEE2,2034,5.03554119834
REGION1,S01B3,EEE2,2034,0.82256295438
REGION1,S02B1,EEE2,2034,0.7858393408500001
REGION1,S02B2,EEE2,2034,2.78609926821
REGION1,S02B3,EEE2,2034,0.28038055992
REGION1,S03B1,EEE2,2034,2.60490533499
REGION1,S03B2,EEE2,2034,11.71589246646
REGION1,S03B3,EEE2,2034,1.8548126902500002
REGION1,S04B1,EEE2,2034,0.84936559932
REGION1,S04B2,EEE2,2034,2.99508184335
REGION1,S04B3,EEE2,2034,0.47294711043000004
REGION1,S05B1,EEE2,2034,0.85396825167
REGION1,S05B2,EEE2,2034,3.0110525732099997
REGION1,S05B3,EEE2,2034,0.48279764037
REGION1,S01B1,EEE2,2035,1.52307882525
REGION1,S01B2,EEE2,2035,5.18648165058
REGION1,S01B3,EEE2,2035,0.84721929606
REGION1,S02B1,EEE2,2035,0.80939489145
REGION1,S02B2,EEE2,2035,2.86961265177
REGION1,S02B3,EEE2,2035,0.28878497304
REGION1,S03B1,EEE2,2035,2.68298742663
REGION1,S03B2,EEE2,2035,12.067076587019999
REGION1,S03B3,EEE2,2035,1.91041073925
REGION1,S04B1,EEE2,2035,0.87482535084
REGION1,S04B2,EEE2,2035,3.08485948395
REGION1,S04B3,EEE2,2035,0.48712370991000004
REGION1,S05B1,EEE2,2035,0.87956596779
REGION1,S05B2,EEE2,2035,3.1013089367699997
REGION1,S05B3,EEE2,2035,0.49726950969
REGION1,S01B1,EEE2,2036,1.5698670187500001
REGION1,S01B2,EEE2,2036,5.3458076835
REGION1,S01B3,EEE2,2036,0.8732454345
REGION1,S02B1,EEE2,2036,0.83425908375
REGION1,S02B2,EEE2,2036,2.95776566775
REGION1,S02B3,EEE2,2036,0.297656298
REGION1,S03B1,EEE2,2036,2.76540741225
REGION1,S03B2,EEE2,2036,12.4377709365
REGION1,S03B3,EEE2,2036,1.96909756875
REGION1,S04B1,EEE2,2036,0.901699533
REGION1,S04B2,EEE2,2036,3.17962477125
REGION1,S04B3,EEE2,2036,0.50208789825
REGION1,S05B1,EEE2,2036,0.90658577925
REGION1,S05B2,EEE2,2036,3.19657954275
REGION1,S05B3,EEE2,2036,0.51254537175
REGION1,S01B1,EEE2,2037,1.6162447895000003
REGION1,S01B2,EEE2,2037,5.50373611964
REGION1,S01B3,EEE2,2037,0.89904327348
REGION1,S02B1,EEE2,2037,0.8589051691000001
REGION1,S02B2,EEE2,2037,3.04514541166
REGION1,S02B3,EEE2,2037,0.30644980432
REGION1,S03B1,EEE2,2037,2.8471044155400005
REGION1,S03B2,EEE2,2037,12.80521358116
REGION1,S03B3,EEE2,2037,2.0272696015
REGION1,S04B1,EEE2,2037,0.9283379767200001
REGION1,S04B2,EEE2,2037,3.2735587841
REGION1,S04B3,EEE2,2037,0.5169208217800001
REGION1,S05B1,EEE2,2037,0.93336857482
REGION1,S05B2,EEE2,2037,3.29101444166
REGION1,S05B3,EEE2,2037,0.52768723502
REGION1,S01B1,EEE2,2038,1.66262256025
REGION1,S01B2,EEE2,2038,5.66166455578
REGION1,S01B3,EEE2,2038,0.92484111246
REGION1,S02B1,EEE2,2038,0.88355125445
REGION1,S02B2,EEE2,2038,3.1325251555699998
REGION1,S02B3,EEE2,2038,0.31524331064
REGION1,S03B1,EEE2,2038,2.92880141883
REGION1,S03B2,EEE2,2038,13.172656225819999
REGION1,S03B3,EEE2,2038,2.08544163425
REGION1,S04B1,EEE2,2038,0.95497642044
REGION1,S04B2,EEE2,2038,3.3674927969499997
REGION1,S04B3,EEE2,2038,0.53175374531
REGION1,S05B1,EEE2,2038,0.9601513703899999
REGION1,S05B2,EEE2,2038,3.3854493405699997
REGION1,S05B3,EEE2,2038,0.5428290982899999
REGION1,S01B1,EEE2,2039,1.70941075375
REGION1,S01B2,EEE2,2039,5.8209905887
REGION1,S01B3,EEE2,2039,0.9508672509
REGION1,S02B1,EEE2,2039,0.9084154467500001
REGION1,S02B2,EEE2,2039,3.2206781715499995
REGION1,S02B3,EEE2,2039,0.3241146356
REGION1,S03B1,EEE2,2039,3.01122140445
REGION1,S03B2,EEE2,2039,13.543350575299998
REGION1,S03B3,EEE2,2039,2.14412846375
REGION1,S04B1,EEE2,2039,0.9818506026
REGION1,S04B2,EEE2,2039,3.4622580842499997
REGION1,S04B3,EEE2,2039,0.54671793365
REGION1,S05B1,EEE2,2039,0.9871711818499999
REGION1,S05B2,EEE2,2039,3.48071994655
REGION1,S05B3,EEE2,2039,0.55810496035
REGION1,S01B1,EEE2,2040,1.7557885245000002
REGION1,S01B2,EEE2,2040,5.97891902484
REGION1,S01B3,EEE2,2040,0.97666508988
REGION1,S02B1,EEE2,2040,0.9330615321000001
REGION1,S02B2,EEE2,2040,3.30805791546
REGION1,S02B3,EEE2,2040,0.33290814192
REGION1,S03B1,EEE2,2040,3.09291840774
REGION1,S03B2,EEE2,2040,13.91079321996
REGION1,S03B3,EEE2,2040,2.2023004965000004
REGION1,S04B1,EEE2,2040,1.00848904632
REGION1,S04B2,EEE2,2040,3.5561920971
REGION1,S04B3,EEE2,2040,0.5615508571800001
REGION1,S05B1,EEE2,2040,1.01395397742
REGION1,S05B2,EEE2,2040,3.5751548454599997
REGION1,S05B3,EEE2,2040,0.57324682362
REGION1,S01B1,EEE2,2041,1.7943682630000002
REGION1,S01B2,EEE2,2041,6.11029312216
REGION1,S01B3,EEE2,2041,0.99812523912
REGION1,S02B1,EEE2,2041,0.9535635854000001
REGION1,S02B2,EEE2,2041,3.38074549004
REGION1,S02B3,EEE2,2041,0.34022309408
REGION1,S03B1,EEE2,2041,3.16087874676
REGION1,S03B2,EEE2,2041,14.21645347304
REGION1,S03B3,EEE2,2041,2.250691391
REGION1,S04B1,EEE2,2041,1.03064845968
REGION1,S04B2,EEE2,2041,3.6343318953999995
REGION1,S04B3,EEE2,2041,0.57388974932
REGION1,S05B1,EEE2,2041,1.0362334710799999
REGION1,S05B2,EEE2,2041,3.65371131004
REGION1,S05B3,EEE2,2041,0.58584270988
REGION1,S01B1,EEE2,2042,1.8329480015
REGION1,S01B2,EEE2,2042,6.241667219479999
REGION1,S01B3,EEE2,2042,1.01958538836
REGION1,S02B1,EEE2,2042,0.9740656387
REGION1,S02B2,EEE2,2042,3.4534330646199995
REGION1,S02B3,EEE2,2042,0.34753804624
REGION1,S03B1,EEE2,2042,3.22883908578
REGION1,S03B2,EEE2,2042,14.522113726119999
REGION1,S03B3,EEE2,2042,2.2990822855
REGION1,S04B1,EEE2,2042,1.05280787304
REGION1,S04B2,EEE2,2042,3.7124716936999995
REGION1,S04B3,EEE2,2042,0.58622864146
REGION1,S05B1,EEE2,2042,1.0585129647399998
REGION1,S05B2,EEE2,2042,3.7322677746199995
REGION1,S05B3,EEE2,2042,0.59843859614
REGION1,S01B1,EEE2,2043,1.87193816275
REGION1,S01B2,EEE2,2043,6.37443891358
REGION1,S01B3,EEE2,2043,1.04127383706
REGION1,S02B1,EEE2,2043,0.9947857989500001
REGION1,S02B2,EEE2,2043,3.5268939112699997
REGION1,S02B3,EEE2,2043,0.35493081704
REGION1,S03B1,EEE2,2043,3.29752240713
REGION1,S03B2,EEE2,2043,14.831025684019998
REGION1,S03B3,EEE2,2043,2.3479879767500003
REGION1,S04B1,EEE2,2043,1.07520302484
REGION1,S04B2,EEE2,2043,3.79144276645
REGION1,S04B3,EEE2,2043,0.5986987984100001
REGION1,S05B1,EEE2,2043,1.08102947429
REGION1,S05B2,EEE2,2043,3.81165994627
REGION1,S05B3,EEE2,2043,0.61116848119
REGION1,S01B1,EEE2,2044,1.91051790125
REGION1,S01B2,EEE2,2044,6.5058130109
REGION1,S01B3,EEE2,2044,1.0627339863
REGION1,S02B1,EEE2,2044,1.01528785225
REGION1,S02B2,EEE2,2044,3.5995814858499995
REGION1,S02B3,EEE2,2044,0.3622457692
REGION1,S03B1,EEE2,2044,3.36548274615
REGION1,S03B2,EEE2,2044,15.136685937099998
REGION1,S03B3,EEE2,2044,2.39637887125
REGION1,S04B1,EEE2,2044,1.0973624382
REGION1,S04B2,EEE2,2044,3.8695825647499995
REGION1,S04B3,EEE2,2044,0.61103769055
REGION1,S05B1,EEE2,2044,1.1033089679499999
REGION1,S05B2,EEE2,2044,3.8902164108499995
REGION1,S05B3,EEE2,2044,0.62376436745
REGION1,S01B1,EEE2,2045,1.9495080625
REGION1,S01B2,EEE2,2045,6.6385847049999995
REGION1,S01B3,EEE2,2045,1.084422435
REGION1,S02B1,EEE2,2045,1.0360080125
REGION1,S02B2,EEE2,2045,3.6730423324999997
REGION1,S02B3,EEE2,2045,0.36963854
REGION1,S03B1,EEE2,2045,3.4341660675
REGION1,S03B2,EEE2,2045,15.445597894999999
REGION1,S03B3,EEE2,2045,2.4452845625
REGION1,S04B1,EEE2,2045,1.11975759
REGION1,S04B2,EEE2,2045,3.9485536375
REGION1,S04B3,EEE2,2045,0.6235078475
REGION1,S05B1,EEE2,2045,1.1258254774999998
REGION1,S05B2,EEE2,2045,3.9696085825
REGION1,S05B3,EEE2,2045,0.6364942525
REGION1,S01B1,EEE2,2046,1.9876773782500001
REGION1,S01B2,EEE2,2046,6.76856120554
REGION1,S01B3,EEE2,2046,1.10565428478
REGION1,S02B1,EEE2,2046,1.0562919588500002
REGION1,S02B2,EEE2,2046,3.74495663501
REGION1,S02B3,EEE2,2046,0.37687567352
REGION1,S03B1,EEE2,2046,3.5014034241900003
REGION1,S03B2,EEE2,2046,15.74800644326
REGION1,S03B3,EEE2,2046,2.49316066025
REGION1,S04B1,EEE2,2046,1.14168126492
REGION1,S04B2,EEE2,2046,4.02586216135
REGION1,S04B3,EEE2,2046,0.63571547483
REGION1,S05B1,EEE2,2046,1.14786795527
REGION1,S05B2,EEE2,2046,4.04732934001
REGION1,S05B3,EEE2,2046,0.64895613997
REGION1,S01B1,EEE2,2047,2.02625711675
REGION1,S01B2,EEE2,2047,6.8999353028599995
REGION1,S01B3,EEE2,2047,1.12711443402
REGION1,S02B1,EEE2,2047,1.07679401215
REGION1,S02B2,EEE2,2047,3.8176442095899996
REGION1,S02B3,EEE2,2047,0.38419062568
REGION1,S03B1,EEE2,2047,3.56936376321
REGION1,S03B2,EEE2,2047,16.05366669634
REGION1,S03B3,EEE2,2047,2.54155155475
REGION1,S04B1,EEE2,2047,1.16384067828
REGION1,S04B2,EEE2,2047,4.10400195965
REGION1,S04B3,EEE2,2047,0.64805436697
REGION1,S05B1,EEE2,2047,1.17014744893
REGION1,S05B2,EEE2,2047,4.125885804589999
REGION1,S05B3,EEE2,2047,0.66155202623
REGION1,S01B1,EEE2,2048,2.0644264325
REGION1,S01B2,EEE2,2048,7.029911803399999
REGION1,S01B3,EEE2,2048,1.1483462838
REGION1,S02B1,EEE2,2048,1.0970779585000001
REGION1,S02B2,EEE2,2048,3.8895585120999994
REGION1,S02B3,EEE2,2048,0.3914277592
REGION1,S03B1,EEE2,2048,3.6366011199
REGION1,S03B2,EEE2,2048,16.3560752446
REGION1,S03B3,EEE2,2048,2.5894276525
REGION1,S04B1,EEE2,2048,1.1857643532
REGION1,S04B2,EEE2,2048,4.1813104835
REGION1,S04B3,EEE2,2048,0.6602619943
REGION1,S05B1,EEE2,2048,1.1921899266999998
REGION1,S05B2,EEE2,2048,4.203606562099999
REGION1,S05B3,EEE2,2048,0.6740139137
REGION1,S01B1,EEE2,2049,2.103006171
REGION1,S01B2,EEE2,2049,7.16128590072
REGION1,S01B3,EEE2,2049,1.16980643304
REGION1,S02B1,EEE2,2049,1.1175800118
REGION1,S02B2,EEE2,2049,3.96224608668
REGION1,S02B3,EEE2,2049,0.39874271136000006
REGION1,S03B1,EEE2,2049,3.70456145892
REGION1,S03B2,EEE2,2049,16.66173549768
REGION1,S03B3,EEE2,2049,2.637818547
REGION1,S04B1,EEE2,2049,1.20792376656
REGION1,S04B2,EEE2,2049,4.2594502817999995
REGION1,S04B3,EEE2,2049,0.67260088644
REGION1,S05B1,EEE2,2049,1.21446942036
REGION1,S05B2,EEE2,2049,4.28216302668
REGION1,S05B3,EEE2,2049,0.68660979996
REGION1,S01B1,EEE2,2050,2.1415859095000003
REGION1,S01B2,EEE2,2050,7.2926599980399995
REGION1,S01B3,EEE2,2050,1.19126658228
REGION1,S02B1,EEE2,2050,1.1380820651
REGION1,S02B2,EEE2,2050,4.034933661259999
REGION1,S02B3,EEE2,2050,0.40605766352
REGION1,S03B1,EEE2,2050,3.77252179794
REGION1,S03B2,EEE2,2050,16.967395750759998
REGION1,S03B3,EEE2,2050,2.6862094415
REGION1,S04B1,EEE2,2050,1.23008317992
REGION1,S04B2,EEE2,2050,4.3375900801
REGION1,S04B3,EEE2,2050,0.68493977858
REGION1,S05B1,EEE2,2050,1.2367489140199999
REGION1,S05B2,EEE2,2050,4.360719491259999
REGION1,S05B3,EEE2,2050,0.69920568622
REGION1,S01B1,EEE2,2051,2.14692140525
REGION1,S01B2,EEE2,2051,7.31082875618
REGION1,S01B3,EEE2,2051,1.19423447526
REGION1,S02B1,EEE2,2051,1.1409174554500001
REGION1,S02B2,EEE2,2051,4.04498619817
REGION1,S02B3,EEE2,2051,0.40706930584000006
REGION1,S03B1,EEE2,2051,3.7819205682300003
REGION1,S03B2,EEE2,2051,17.00966791342
REGION1,S03B3,EEE2,2051,2.6929017992500004
REGION1,S04B1,EEE2,2051,1.23314777964
REGION1,S04B2,EEE2,2051,4.34839664795
REGION1,S04B3,EEE2,2051,0.6866462211100001
REGION1,S05B1,EEE2,2051,1.23983012059
REGION1,S05B2,EEE2,2051,4.37158368317
REGION1,S05B3,EEE2,2051,0.7009476704900001
REGION1,S01B1,EEE2,2052,2.1526673237500003
REGION1,S01B2,EEE2,2052,7.3303951111000005
REGION1,S01B3,EEE2,2052,1.1974306677000002
REGION1,S02B1,EEE2,2052,1.1439709527500002
REGION1,S02B2,EEE2,2052,4.05581200715
REGION1,S02B3,EEE2,2052,0.4081587668
REGION1,S03B1,EEE2,2052,3.7920423208500003
REGION1,S03B2,EEE2,2052,17.0551917809
REGION1,S03B3,EEE2,2052,2.7001089537500005
REGION1,S04B1,EEE2,2052,1.2364481178
REGION1,S04B2,EEE2,2052,4.36003449025
REGION1,S04B3,EEE2,2052,0.6884839284500001
REGION1,S05B1,EEE2,2052,1.24314834305
REGION1,S05B2,EEE2,2052,4.38328358215
REGION1,S05B3,EEE2,2052,0.70282365355
REGION1,S01B1,EEE2,2053,2.1580028195
REGION1,S01B2,EEE2,2053,7.3485638692399995
REGION1,S01B3,EEE2,2053,1.20039856068
REGION1,S02B1,EEE2,2053,1.1468063431
REGION1,S02B2,EEE2,2053,4.065864544059999
REGION1,S02B3,EEE2,2053,0.40917040912
REGION1,S03B1,EEE2,2053,3.80144109114
REGION1,S03B2,EEE2,2053,17.097463943559998
REGION1,S03B3,EEE2,2053,2.7068013115
REGION1,S04B1,EEE2,2053,1.23951271752
REGION1,S04B2,EEE2,2053,4.3708410581
REGION1,S04B3,EEE2,2053,0.69019037098
REGION1,S05B1,EEE2,2053,1.24622954962
REGION1,S05B2,EEE2,2053,4.3941477740599995
REGION1,S05B3,EEE2,2053,0.7045656378199999
REGION1,S01B1,EEE2,2054,2.1633383152500003
REGION1,S01B2,EEE2,2054,7.36673262738
REGION1,S01B3,EEE2,2054,1.20336645366
REGION1,S02B1,EEE2,2054,1.1496417334500002
REGION1,S02B2,EEE2,2054,4.07591708097
REGION1,S02B3,EEE2,2054,0.41018205144000003
REGION1,S03B1,EEE2,2054,3.8108398614300003
REGION1,S03B2,EEE2,2054,17.13973610622
REGION1,S03B3,EEE2,2054,2.71349366925
REGION1,S04B1,EEE2,2054,1.24257731724
REGION1,S04B2,EEE2,2054,4.3816476259499995
REGION1,S04B3,EEE2,2054,0.6918968135100001
