REGION,TECHNOLOGY,VALUE
REGION1,LTNGCCPH2,90.16063957523916
REGION1,LTNGSTPH2,12.058960012835218
REGION1,LTSOUTPH2,26.24496507448543
REGION1,LTWIONPH3,1928.370871813228
REGION1,LTWS00X00,737.0745405540191
REGION1,LTWSCHPH2,3.7499832873078804
REGION1,LTWSSTPH1,265.8212886653747
REGION1,LUBM00X00,230.42521228970512
REGION1,LUBMCSPN2,54.850225736442916
REGION1,LUBMSTPH3,29.570647045723202
REGION1,LUEL00TD0,2179.2032137524097
REGION1,LUGO00X00,0.9629955833606637
REGION1,LUGOCVPH2,0.23869954613855365
REGION1,LUHYDMPH1,1.1248815119670927
REGION1,LUHYDSPH2,106.63062794050559
REGION1,LUHYDSPH3,261.34446073606614
REGION1,LUNG00I00,1928.81947984759
REGION1,LUNGCCPH2,1205.389710578265
REGION1,LUSODIFH1,0.007154256647429105
REGION1,LUSOUTPH2,138.64869426848892
REGION1,LUWIONPH3,7.4923907811041115
REGION1,LUWIONPN3,102.64718186096147
REGION1,LUWS00X00,111.61255504369383
REGION1,LUWSCHPH2,7.660771819211052
REGION1,LUWSSTPH1,29.636632579039144
REGION1,LVBM00X00,1705.5556855821605
REGION1,LVBMCSPN2,562.6120561635729
REGION1,LVBMSTPH3,69.18865284758469
REGION1,LVCO00I00,1.530138492612473
REGION1,LVCO00X00,0.1256040134781546
REGION1,LVCOCHPH3,0.670140053751371
REGION1,LVEL00TD0,1904.211534163321
REGION1,LVGO00X00,3.0159403724775276
REGION1,LVGOCVPH2,0.7398500261768227
REGION1,LVHYDMPH1,1.50786856178736
REGION1,LVHYDMPH2,215.46660505952926
REGION1,LVNG00I00,154.0038388635704
REGION1,LVNGCCPH2,32.59781327201276
REGION1,LVNGCHPH3,41.87641525881479
REGION1,LVSOUTPH2,24.141447726785913
REGION1,LVWIONPH3,61.37215945708609
REGION1,LVWS00X00,1212.5399027971262
REGION1,LVWSSTPH1,356.5019302214747
REGION1,MTBM00I00,73.08049773805898
REGION1,MTBM00X00,6.555501402263364
REGION1,MTBMCSPN2,30.55786552523456
REGION1,MTEL00TD0,601.849425646367
REGION1,MTHF00I00,4.455561277930562
REGION1,MTHFCCPH2,2.593120917689382
REGION1,MTNG00I00,589.7057022723925
REGION1,MTNGCCPH2,366.9151452685779
REGION1,MTSODIFH1,0.0029858388027191336
REGION1,MTSOUTPH2,143.87175039797302
REGION1,MTWIONPH3,0.003973536
REGION1,MTWS00X00,2.6337813286133285
REGION1,MTWSSTPH1,0.9221496589482263
REGION1,NLBM00I00,23.178531934150698
REGION1,NLBM00X00,10307.803937698653
REGION1,NLBMCSPN2,2556.5969299403264
REGION1,NLBMSTPH3,1229.8998434303983
REGION1,NLCO00I00,2911.6481966649712
REGION1,NLCOCHPH3,426.7456855675552
REGION1,NLCOSTPH3,873.9255762909715
REGION1,NLEL00TD0,26732.048469458958
REGION1,NLELNOPH1,869.7561776402113
REGION1,NLELUKPH1,1021.2041188673779
REGION1,NLGO00X00,146.54128288207394
REGION1,NLGOCVPH2,33.47066448118158
REGION1,NLHYDMPH1,5.475176901899533
REGION1,NLNG00X00,11856.568440143743
REGION1,NLNGCCPH2,7288.037613081837
REGION1,NLNGFCFH1,0.012362111871591844
REGION1,NLNUG2PH3,109.13978712206395
REGION1,NLNUG3PN3,4309.810581863892
REGION1,NLSODIFH1,0.03875920255704711
REGION1,NLSOUTPH2,2359.7485828344447
REGION1,NLUR00I00,13390.745303138143
REGION1,NLWIOFPH3,43.58125713699847
REGION1,NLWIOFPN2,42.48385269458059
REGION1,NLWIONPH3,355.2671920111263
REGION1,NLWIONPN3,9130.567282549253
REGION1,NLWS00X00,4670.828253099222
REGION1,NLWSCHPH2,129.85226743924457
REGION1,NLWSSTPH1,1452.8021760874954
REGION1,NOBM00X00,2443.316516519155
REGION1,NOBMCSPN2,917.8247269681746
REGION1,NOCO00I00,0.8969053208778095
REGION1,NOCOCHPH3,0.1846655899755298
REGION1,NOCOSTPH1,0.1783583890642704
REGION1,NOEL00TD0,28141.796179848818
REGION1,NOELSEPH1,3674.274787080222
REGION1,NOELUKPH1,1492.0958589155025
REGION1,NOHYDMPH1,1453.648893363645
REGION1,NOHYDMPH2,8503.527457657341
REGION1,NOHYDMPH3,6302.513565574568
REGION1,NOHYDSPH2,268.6791278092298
REGION1,NOHYDSPH3,367.90811961779684
REGION1,NONG00X00,106.57115809039823
REGION1,NONGCCPH2,65.0640521781731
REGION1,NOSODIFH1,0.0007346332672504328
REGION1,NOSOUTPH2,182.0799503358215
REGION1,NOWIOFPH3,0.7543386271128751
REGION1,NOWIONPH3,139.96250724166595
REGION1,NOWIONPN3,20576.12728775216
REGION1,NOWS00X00,547.3997749292523
REGION1,NOWSCHPH2,34.7664116154533
REGION1,NOWSSTPH1,154.68242135895693
REGION1,PLBM00I00,2.963635323244368
REGION1,PLBM00X00,15402.554064483447
REGION1,PLBMCSPN2,2968.7716218939513
REGION1,PLBMSTPH3,2640.928192924471
REGION1,PLCO00X00,9696.098612370208
REGION1,PLCOCHPH3,1393.0960984441879
REGION1,PLCOSTPH3,2933.4760595826333
REGION1,PLEL00TD0,39090.85351198682
REGION1,PLELSEPH1,809.3015204477865
REGION1,PLELSKPH1,1449.1192122324221
REGION1,PLGO00X00,2975.0632317334434
REGION1,PLGOCVPH2,733.8863499389845
REGION1,PLHYDMPH1,19.607169386663255
REGION1,PLHYDMPH2,40.62121130570656
REGION1,PLHYDSPH2,17.373967496809144
REGION1,PLHYDSPH3,101.67678488922158
REGION1,PLNG00X00,2527.193251241806
REGION1,PLNGCCPH2,1446.8039129167942
REGION1,PLNGCHPH3,68.645421045757
REGION1,PLNGHPFH1,2.2350979486708153
REGION1,PLNUG3PN3,4754.116081073215
REGION1,PLSOUTPH2,1136.2947302735797
REGION1,PLUR00I00,14406.397960476164
REGION1,PLWIONPH3,1105.155021394406
REGION1,PLWIONPN3,20345.192403007153
REGION1,PLWS00X00,7343.0326623848105
