REGION,TECHNOLOGY,YEAR,VALUE,absolute_production
REGION1,NOELCCS,2038,0.0143,13.39
REGION1,NOELCCS,2039,0.0159,15.06
REGION1,NOELCCS,2040,0.0181,17.37
REGION1,NOELCCS,2041,0.0203,19.96
REGION1,NOELCCS,2042,0.0232,22.88
REGION1,NOELCCS,2043,0.0261,26.14
REGION1,NOELCCS,2044,0.0297,29.79
REGION1,NOELCCS,2045,0.0335,33.86
REGION1,NOELCCS,2046,0.0375,38.38
REGION1,NOELCCS,2047,0.042,43.39
REGION1,NOELCCS,2048,0.0424,44.53
REGION1,NOELCCS,2049,0.0425,45.36
REGION1,NOELCCS,2050,0.0422,45.75
REGION1,NOELCCS,2051,0.0427,46.07
REGION1,NOELCCS,2052,0.0432,46.32
REGION1,NOELCCS,2053,0.0432,46.52
REGION1,NOELCCS,2054,0.0433,46.68
REGION1,NOELCCS,2055,0.0435,46.81
REGION1,NOELCCS,2056,0.0442,46.92
REGION1,NOELCCS,2057,0.0449,47.0
REGION1,NOELCCS,2058,0.0445,47.07
REGION1,NOELCCS,2059,0.0446,47.12
REGION1,NOELCCS,2060,0.0443,47.17
REGION1,SEELCCS,2015,0.0,0.0
REGION1,SEELCCS,2016,0.0,0.0
REGION1,SEELCCS,2017,0.0,0.0
REGION1,SEELCCS,2018,0.0,0.0
REGION1,SEELCCS,2019,0.0,0.0
REGION1,SEELCCS,2020,0.0,0.0
REGION1,SEELCCS,2021,0.0,0.0
REGION1,SEELCCS,2022,0.0,0.0
REGION1,SEELCCS,2023,0.0,0.0
REGION1,SEELCCS,2024,0.0,0.0
REGION1,SEELCCS,2025,0.0,0.0
REGION1,SEELCCS,2026,0.0,0.0
REGION1,SEELCCS,2027,0.0,0.0
REGION1,SEELCCS,2028,0.0,0.0
REGION1,SEELCCS,2029,0.0,0.0
REGION1,SEELCCS,2030,0.0581,34.97
REGION1,SEELCCS,2031,0.0589,36.04
REGION1,SEELCCS,2032,0.0594,37.39
REGION1,SEELCCS,2033,0.0604,39.04
REGION1,SEELCCS,2034,0.0623,41.05
REGION1,SEELCCS,2035,0.0675,43.47
REGION1,SEELCCS,2036,0.0704,46.39
REGION1,SEELCCS,2037,0.074,49.91
REGION1,SEELCCS,2038,0.0787,54.21
REGION1,SEELCCS,2039,0.0865,61.01
REGION1,SEELCCS,2040,0.0997,70.33
REGION1,SEELCCS,2041,0.1184,80.84
REGION1,SEELCCS,2042,0.1292,92.65
REGION1,SEELCCS,2043,0.1451,105.88
REGION1,SEELCCS,2044,0.1594,120.67
REGION1,SEELCCS,2045,0.1789,137.14
REGION1,SEELCCS,2046,0.1879,147.54
REGION1,SEELCCS,2047,0.1872,150.19
REGION1,SEELCCS,2048,0.1854,152.89
REGION1,SEELCCS,2049,0.1836,155.62
REGION1,SEELCCS,2050,0.1823,158.41
REGION1,SEELCCS,2051,0.1845,160.93
REGION1,SEELCCS,2052,0.1867,163.27
REGION1,SEELCCS,2053,0.1884,165.46
REGION1,SEELCCS,2054,0.1887,167.53
REGION1,SEELCCS,2055,0.1919,169.52
REGION1,SEELCCS,2056,0.1951,170.74
REGION1,SEELCCS,2057,0.1952,171.91
REGION1,SEELCCS,2058,0.1952,173.01
REGION1,SEELCCS,2059,0.1952,174.08
REGION1,SEELCCS,2060,0.1971,175.11
