REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DECO00X00,CO2,1,2026,58978.167990143906
REGION1,DECO00X00,CO2,1,2027,58822.55681029306
REGION1,DECO00X00,CO2,1,2028,57116.64753281616
REGION1,DECO00X00,CO2,1,2029,56666.49011038417
REGION1,DECO00X00,CO2,1,2030,35040.5564521488
REGION1,DECO00X00,CO2,1,2031,34942.529962519555
REGION1,DECO00X00,CO2,1,2032,34844.50155934281
REGION1,DECO00X00,CO2,1,2033,30002.50895286811
REGION1,DECO00X00,CO2,1,2034,28930.111866457686
REGION1,DECO00X00,CO2,1,2035,17495.950627558002
REGION1,DECO00X00,CO2,1,2036,17668.533892637817
REGION1,DECO00X00,CO2,1,2037,5798.4216770508865
REGION1,DECO00X00,CO2,1,2038,363.21624536434285
REGION1,DECOCHPH3,DEPM25,1,2015,0.2546637091226859
REGION1,DECOCHPH3,DEPM25,1,2016,0.21724177553825852
REGION1,DECOCHPH3,DEPM25,1,2017,0.1790650283752205
REGION1,DECOCHPH3,DEPM25,1,2018,0.14013134374709282
REGION1,DECOCHPH3,DEPM25,1,2019,0.1004077626263041
REGION1,DECOCHPH3,DEPM25,1,2020,0.10571124538870307
REGION1,DECOCHPH3,DEPM25,1,2021,0.4893276470656205
REGION1,DECOCHPH3,DEPM25,1,2022,1.5038007458337614
REGION1,DECOCHPH3,DEPM25,1,2023,0.733523545336646
REGION1,DECOCHPH3,DEPM25,1,2024,0.42374116793700917
REGION1,DECOCHPH3,DEPM25,1,2025,0.2773074254859633
REGION1,DECOCHPH3,DEPM25,1,2026,0.2773074555073227
REGION1,DECOCHPH3,DEPM25,1,2027,0.27730745220493225
REGION1,DECOCHPH3,DEPM25,1,2028,0.2572668170337631
REGION1,DECOCHPH3,DEPM25,1,2029,0.2534014526412674
REGION1,DECOCHPH3,DEPM25,1,2035,0.00144862063503803
REGION1,DECOCHPH3,DEPM25,1,2036,0.0037420572297794277
REGION1,DECOCHPH3,DEPM25,1,2037,0.0021338311466616885
REGION1,DECOCHPH3,DEPM25,1,2038,0.0008124234773157652
REGION1,DECOSTPH3,DEPM25,1,2015,1.9828548309025646
REGION1,DECOSTPH3,DEPM25,1,2016,1.9828545818671193
REGION1,DECOSTPH3,DEPM25,1,2017,1.9828545641771445
REGION1,DECOSTPH3,DEPM25,1,2018,1.9828547264198264
REGION1,DECOSTPH3,DEPM25,1,2019,1.9828547747234142
REGION1,DECOSTPH3,DEPM25,1,2020,1.9302910004940692
REGION1,DECOSTPH3,DEPM25,1,2021,1.4778235280396603
REGION1,DECOSTPH3,DEPM25,1,2022,0.8785717278002528
REGION1,DECOSTPH3,DEPM25,1,2023,0.5529721765716165
REGION1,DECOSTPH3,DEPM25,1,2024,0.5529720963390632
REGION1,DECOSTPH3,DEPM25,1,2025,0.5529721734846884
REGION1,DECOSTPH3,DEPM25,1,2026,0.5529720963390632
REGION1,DECOSTPH3,DEPM25,1,2027,0.5529722261577401
REGION1,DECOSTPH3,DEPM25,1,2028,0.5529721765716165
REGION1,DECOSTPH3,DEPM25,1,2029,0.5529722078427692
REGION1,DECOSTPH3,DEPM25,1,2030,0.523588539067799
REGION1,DECOSTPH3,DEPM25,1,2031,0.5235884921165693
REGION1,DECOSTPH3,DEPM25,1,2032,0.5235884161473915
REGION1,DECOSTPH3,DEPM25,1,2033,0.4521001956332854
REGION1,DECOSTPH3,DEPM25,1,2034,0.4371738216170322
REGION1,DECOSTPH3,DEPM25,1,2035,0.263467591399902
REGION1,DECOSTPH3,DEPM25,1,2036,0.2637121633325622
REGION1,DECOSTPH3,DEPM25,1,2037,0.08559290802092705
REGION1,DECOSTPH3,DEPM25,1,2038,0.004587834002958901
REGION1,DEHYDMPH1,DEHO,1,2015,3.812041790098638
REGION1,DEHYDMPH1,DEHO,1,2016,3.6693275426530643
REGION1,DEHYDMPH1,DEHO,1,2017,3.362794985225233
REGION1,DEHYDMPH1,DEHO,1,2018,3.496320873451106
REGION1,DEHYDMPH1,DEHO,1,2019,3.601782623745967
REGION1,DEHYDMPH1,DEHO,1,2020,3.057397319155677
REGION1,DEHYDMPH1,DEHO,1,2021,3.0514830965844566
REGION1,DEHYDMPH1,DEHO,1,2022,3.1888710509686535
REGION1,DEHYDMPH1,DEHO,1,2023,2.910996333939982
REGION1,DEHYDMPH1,DEHO,1,2024,2.910996333939982
REGION1,DEHYDMPH1,DEHO,1,2025,3.0871287161919083
REGION1,DEHYDMPH1,DEHO,1,2026,2.898176856907228
REGION1,DEHYDMPH1,DEHO,1,2027,3.3257320242836554
REGION1,DEHYDMPH1,DEHO,1,2028,3.4529274339525347
REGION1,DEHYDMPH1,DEHO,1,2029,3.8429369062268606
REGION1,DEHYDMPH1,DEHO,1,2030,3.3712149688820934
REGION1,DEHYDMPH1,DEHO,1,2031,5.657041245101085
REGION1,DEHYDMPH1,DEHO,1,2032,6.00723371331818
REGION1,DEHYDMPH1,DEHO,1,2033,5.972233161906514
REGION1,DEHYDMPH1,DEHO,1,2034,5.893329007873408
REGION1,DEHYDMPH1,DEHO,1,2035,5.76158260469215
REGION1,DEHYDMPH1,DEHO,1,2036,5.558973326275096
REGION1,DEHYDMPH1,DEHO,1,2037,5.3289738293202555
REGION1,DEHYDMPH1,DEHO,1,2038,5.2527261204347475
REGION1,DEHYDMPH1,DEHO,1,2039,5.178668453509937
REGION1,DEHYDMPH1,DEHO,1,2040,4.996700684267997
REGION1,DEHYDMPH1,DEHO,1,2041,4.844671979841163
REGION1,DEHYDMPH1,DEHO,1,2042,4.629677904088554
REGION1,DEHYDMPH1,DEHO,1,2043,4.43708415746713
REGION1,DEHYDMPH1,DEHO,1,2044,4.27974252980594
REGION1,DEHYDMPH1,DEHO,1,2045,3.9249251335469317
REGION1,DEHYDMPH1,DEHO,1,2046,3.757855055521998
REGION1,DEHYDMPH1,DEHO,1,2047,3.706843822106891
REGION1,DEHYDMPH1,DEHO,1,2048,3.390588227452641
REGION1,DEHYDMPH1,DEHO,1,2049,3.3885061342734595
REGION1,DEHYDMPH1,DEHO,1,2050,3.333043479759079
REGION1,DEHYDMPH1,DEHO,1,2051,3.2397226275418687
REGION1,DEHYDMPH1,DEHO,1,2052,3.1714083906159556
REGION1,DEHYDMPH1,DEHO,1,2053,3.1674596585048325
REGION1,DEHYDMPH1,DEHO,1,2054,3.154715750340584
REGION1,DEHYDMPH1,DEHO,1,2055,2.359227027656379
REGION1,DEHYDMPH1,DEHO,1,2056,2.293174354203481
REGION1,DEHYDMPH1,DEHO,1,2057,2.286102377451711
REGION1,DEHYDMPH1,DEHO,1,2058,2.1622968111411547
REGION1,DEHYDMPH1,DEHO,1,2059,2.1497755337318676
REGION1,DEHYDMPH1,DEHO,1,2060,2.089003542544455
REGION1,DEHYDMPH2,DEHO,1,2017,0.07684900082071425
REGION1,DEHYDMPH2,DEHO,1,2018,0.3488610972552477
REGION1,DEHYDMPH2,DEHO,1,2020,0.09203925893009311
REGION1,DEHYDMPH2,DEHO,1,2021,0.11013279509143978
REGION1,DEHYDMPH2,DEHO,1,2022,0.033863347205766524
REGION1,DEHYDMPH2,DEHO,1,2024,0.08494669623936839
REGION1,DEHYDMPH2,DEHO,1,2025,0.08494669623936839
REGION1,DEHYDMPH2,DEHO,1,2027,0.08494669623936839
REGION1,DEHYDMPH2,DEHO,1,2028,0.5377510862601758
REGION1,DEHYDMPH2,DEHO,1,2029,0.7277418908826282
REGION1,DEHYDMPH2,DEHO,1,2030,1.779461696597581
REGION1,DEHYDMPH2,DEHO,1,2031,3.0510929645740674
REGION1,DEHYDMPH2,DEHO,1,2032,3.9963624762320453
REGION1,DEHYDMPH2,DEHO,1,2033,3.6373809129072137
REGION1,DEHYDMPH2,DEHO,1,2034,3.4740300022254385
REGION1,DEHYDMPH2,DEHO,1,2035,3.1897165809596792
REGION1,DEHYDMPH2,DEHO,1,2036,3.0001743001158454
REGION1,DEHYDMPH2,DEHO,1,2037,2.860602256949009
REGION1,DEHYDMPH2,DEHO,1,2038,2.860602256949009
REGION1,DEHYDMPH2,DEHO,1,2039,2.860602256949009
REGION1,DEHYDMPH2,DEHO,1,2040,2.6814704422878806
REGION1,DEHYDMPH2,DEHO,1,2041,2.6385721419832615
REGION1,DEHYDMPH2,DEHO,1,2042,2.6385721419832615
REGION1,DEHYDMPH2,DEHO,1,2043,2.6385721419832615
REGION1,DEHYDMPH2,DEHO,1,2044,2.6385721419832615
REGION1,DEHYDMPH2,DEHO,1,2045,2.3284120460569806
REGION1,DEHYDMPH2,DEHO,1,2046,2.0642015939716303
REGION1,DEHYDMPH2,DEHO,1,2047,2.0642015939716303
REGION1,DEHYDMPH2,DEHO,1,2048,2.0642015939716303
REGION1,DEHYDMPH2,DEHO,1,2049,2.0642015939716303
REGION1,DEHYDMPH2,DEHO,1,2050,1.9263526624488296
REGION1,DEHYDMPH2,DEHO,1,2051,1.9263526014046637
REGION1,DEHYDMPH2,DEHO,1,2052,1.9263526624488296
REGION1,DEHYDMPH2,DEHO,1,2053,1.926352609377985
REGION1,DEHYDMPH2,DEHO,1,2054,1.9263526624488296
REGION1,DEHYDMPH2,DEHO,1,2055,1.9263526624488296
REGION1,DEHYDMPH2,DEHO,1,2056,1.926352609377985
REGION1,DEHYDMPH2,DEHO,1,2057,1.8509665280223089
REGION1,DEHYDMPH2,DEHO,1,2058,1.4632663662970495
REGION1,DEHYDMPH2,DEHO,1,2059,1.4632663662970495
REGION1,DEHYDMPH2,DEHO,1,2060,1.391276218504324
REGION1,DEHYDSPH2,DEHO,1,2015,26.980188150534204
REGION1,DEHYDSPH2,DEHO,1,2016,27.202899529222
REGION1,DEHYDSPH2,DEHO,1,2017,27.51261151930048
REGION1,DEHYDSPH2,DEHO,1,2018,27.19705715621482
REGION1,DEHYDSPH2,DEHO,1,2019,27.52046130780937
REGION1,DEHYDSPH2,DEHO,1,2020,28.05280090064948
REGION1,DEHYDSPH2,DEHO,1,2021,28.410643681380446
REGION1,DEHYDSPH2,DEHO,1,2022,28.719511916886695
REGION1,DEHYDSPH2,DEHO,1,2023,29.401249519259828
REGION1,DEHYDSPH2,DEHO,1,2024,29.686314910902293
REGION1,DEHYDSPH2,DEHO,1,2025,29.88017329549448
REGION1,DEHYDSPH2,DEHO,1,2026,30.72407303221792
REGION1,DEHYDSPH2,DEHO,1,2027,30.791587057616344
REGION1,DEHYDSPH2,DEHO,1,2028,30.791583474846686
REGION1,DEHYDSPH2,DEHO,1,2029,30.791574472281418
REGION1,DEHYDSPH2,DEHO,1,2030,30.791582048624857
REGION1,DEHYDSPH2,DEHO,1,2031,28.624105460218562
REGION1,DEHYDSPH2,DEHO,1,2032,28.62411940870051
REGION1,DEHYDSPH2,DEHO,1,2033,28.624121198476633
REGION1,DEHYDSPH2,DEHO,1,2034,28.624124619733397
REGION1,DEHYDSPH2,DEHO,1,2035,26.174779883043183
REGION1,DEHYDSPH2,DEHO,1,2036,26.174784210584825
REGION1,DEHYDSPH2,DEHO,1,2037,25.627443589915906
REGION1,DEHYDSPH2,DEHO,1,2038,22.548673452044778
REGION1,DEHYDSPH2,DEHO,1,2039,21.344528874998396
REGION1,DEHYDSPH2,DEHO,1,2040,20.195123964497377
REGION1,DEHYDSPH2,DEHO,1,2041,20.195123930087853
REGION1,DEHYDSPH2,DEHO,1,2042,20.19511560694285
REGION1,DEHYDSPH2,DEHO,1,2043,20.195115610805523
REGION1,DEHYDSPH2,DEHO,1,2044,16.569001238443597
REGION1,DEHYDSPH2,DEHO,1,2045,14.379650780276915
REGION1,DEHYDSPH2,DEHO,1,2046,12.190265348790827
REGION1,DEHYDSPH2,DEHO,1,2047,9.382419446604038
REGION1,DEHYDSPH2,DEHO,1,2048,6.574577567823551
REGION1,DEHYDSPH2,DEHO,1,2049,4.043141056641939
REGION1,DEHYDSPH2,DEHO,1,2050,4.043139359611912
REGION1,DEHYDSPH2,DEHO,1,2051,4.043141035462875
REGION1,DEHYDSPH2,DEHO,1,2052,4.043138997628822
REGION1,DEHYDSPH2,DEHO,1,2053,4.043138952383189
REGION1,DEHYDSPH2,DEHO,1,2054,4.043138520386414
REGION1,DEHYDSPH2,DEHO,1,2055,4.043138810092343
REGION1,DEHYDSPH2,DEHO,1,2056,1.7990564528146233
REGION1,DEHYDSPH2,DEHO,1,2057,1.7990566485596382
REGION1,DEHYDSPH2,DEHO,1,2058,1.732322639464431
REGION1,DEHYDSPH2,DEHO,1,2059,1.732322639464431
REGION1,DEHYDSPH2,DEHO,1,2060,1.7323226177131608
REGION1,DEHYDSPH3,DEHO,1,2015,49.80770573648924
REGION1,DEHYDSPH3,DEHO,1,2016,49.80771763095078
REGION1,DEHYDSPH3,DEHO,1,2017,49.80771295479012
REGION1,DEHYDSPH3,DEHO,1,2018,49.807711977499366
REGION1,DEHYDSPH3,DEHO,1,2019,49.8077131587321
REGION1,DEHYDSPH3,DEHO,1,2020,49.80772570540029
REGION1,DEHYDSPH3,DEHO,1,2021,49.807703951820095
REGION1,DEHYDSPH3,DEHO,1,2022,49.80773108120523
REGION1,DEHYDSPH3,DEHO,1,2023,49.807734650543516
REGION1,DEHYDSPH3,DEHO,1,2024,49.80771853453705
REGION1,DEHYDSPH3,DEHO,1,2025,49.80773598314721
REGION1,DEHYDSPH3,DEHO,1,2026,49.80773598314721
REGION1,DEHYDSPH3,DEHO,1,2027,49.80774200657012
REGION1,DEHYDSPH3,DEHO,1,2028,49.807730991887425
REGION1,DEHYDSPH3,DEHO,1,2029,49.80773962144843
REGION1,DEHYDSPH3,DEHO,1,2030,49.80773988221764
REGION1,DEHYDSPH3,DEHO,1,2031,49.80773921301602
REGION1,DEHYDSPH3,DEHO,1,2032,49.90227158722429
REGION1,DEHYDSPH3,DEHO,1,2033,51.68625223578256
REGION1,DEHYDSPH3,DEHO,1,2034,53.31851561184507
REGION1,DEHYDSPH3,DEHO,1,2035,57.57390347090398
REGION1,DEHYDSPH3,DEHO,1,2036,59.13606015140167
REGION1,DEHYDSPH3,DEHO,1,2037,61.22297418788586
REGION1,DEHYDSPH3,DEHO,1,2038,65.54799710831205
REGION1,DEHYDSPH3,DEHO,1,2039,67.99619827708415
REGION1,DEHYDSPH3,DEHO,1,2040,70.68670676824414
REGION1,DEHYDSPH3,DEHO,1,2041,72.32163470018031
REGION1,DEHYDSPH3,DEHO,1,2042,73.97661788702216
REGION1,DEHYDSPH3,DEHO,1,2043,75.60919833971218
REGION1,DEHYDSPH3,DEHO,1,2044,80.8326767420405
REGION1,DEHYDSPH3,DEHO,1,2045,85.12700694737197
REGION1,DEHYDSPH3,DEHO,1,2046,88.67767443743409
REGION1,DEHYDSPH3,DEHO,1,2047,92.46652848953711
REGION1,DEHYDSPH3,DEHO,1,2048,96.52062699096993
REGION1,DEHYDSPH3,DEHO,1,2049,99.98415046104782
REGION1,DEHYDSPH3,DEHO,1,2050,101.1074628610723
REGION1,DEHYDSPH3,DEHO,1,2051,101.75078379196512
REGION1,DEHYDSPH3,DEHO,1,2052,102.3691013305123
REGION1,DEHYDSPH3,DEHO,1,2053,102.93303825720676
REGION1,DEHYDSPH3,DEHO,1,2054,103.50579564761819
REGION1,DEHYDSPH3,DEHO,1,2055,104.86123709590066
REGION1,DEHYDSPH3,DEHO,1,2056,107.74137122915901
REGION1,DEHYDSPH3,DEHO,1,2057,108.39383168462767
REGION1,DEHYDSPH3,DEHO,1,2058,109.54200489787253
REGION1,DEHYDSPH3,DEHO,1,2059,110.12452279880237
REGION1,DEHYDSPH3,DEHO,1,2060,110.83736208996302
REGION1,DENG00I00,CO2,1,2023,1672.9851402442255
REGION1,DENG00I00,CO2,1,2024,1817.8470872930025
REGION1,DENG00I00,CO2,1,2025,3494.1024106164523
REGION1,DENG00I00,CO2,1,2026,2755.8924837571008
REGION1,DENG00I00,CO2,1,2027,2780.2663112719993
REGION1,DENG00I00,CO2,1,2028,3032.7182332563248
REGION1,DENG00I00,CO2,1,2029,2231.6491494899337
REGION1,DENG00I00,CO2,1,2033,4331.3309536777415
REGION1,DENG00I00,CO2,1,2034,7326.687898073346
REGION1,DENG00I00,CO2,1,2035,14692.657404939608
REGION1,DENG00I00,CO2,1,2036,19714.40036582558
REGION1,DENG00I00,CO2,1,2037,26831.33738518396
REGION1,DENG00I00,CO2,1,2038,31412.75769361025
REGION1,DENG00I00,CO2,1,2039,35427.368857741836
REGION1,DENG00I00,CO2,1,2040,35053.10570628342
REGION1,DENG00I00,CO2,1,2041,35073.01888936578
REGION1,DENG00I00,CO2,1,2042,34408.77954597346
REGION1,DENG00I00,CO2,1,2043,33432.45829239997
REGION1,DENG00I00,CO2,1,2044,33301.52669383929
REGION1,DENG00I00,CO2,1,2045,32677.1652037347
REGION1,DENG00I00,CO2,1,2046,32699.201250504575
REGION1,DENG00I00,CO2,1,2047,32721.28708837337
REGION1,DENG00I00,CO2,1,2048,32743.32306273405
REGION1,DENG00I00,CO2,1,2049,32765.405654404174
REGION1,DENG00I00,CO2,1,2050,32787.46671773368
REGION1,DENG00I00,CO2,1,2051,32886.85559182214
REGION1,DENG00I00,CO2,1,2052,32984.242090654
REGION1,DENG00I00,CO2,1,2053,28644.23921035134
REGION1,DENG00I00,CO2,1,2054,33173.23735238226
REGION1,DENG00I00,CO2,1,2055,31312.26655486901
REGION1,DENG00I00,CO2,1,2056,31162.975012087336
REGION1,DENG00I00,CO2,1,2057,27486.778150482703
REGION1,DENG00I00,CO2,1,2058,25503.14634868648
REGION1,DENG00I00,CO2,1,2059,21705.130955741097
REGION1,DENG00I00,CO2,1,2060,17770.213065495955
REGION1,DENG00X00,CO2,1,2015,19663.840154304224
REGION1,DENG00X00,CO2,1,2016,19663.845816191144
REGION1,DENG00X00,CO2,1,2017,19110.63950185858
REGION1,DENG00X00,CO2,1,2018,19110.642989655833
REGION1,DENG00X00,CO2,1,2019,19110.64100246483
REGION1,DENG00X00,CO2,1,2020,19110.64278404491
REGION1,DENG00X00,CO2,1,2021,19110.64137043587
REGION1,DENG00X00,CO2,1,2022,19412.389630788395
REGION1,DENG00X00,CO2,1,2023,18780.577561786
REGION1,DENG00X00,CO2,1,2024,18095.86432728915
REGION1,DENG00X00,CO2,1,2025,17411.100408885886
REGION1,DENG00X00,CO2,1,2026,16544.02756060916
REGION1,DENG00X00,CO2,1,2027,15676.962116709172
REGION1,DENG00X00,CO2,1,2028,14809.890231766023
REGION1,DENG00X00,CO2,1,2029,13942.820411666682
REGION1,DENG00X00,CO2,1,2030,13075.70223587899
REGION1,DENG00X00,CO2,1,2031,12313.090034382725
REGION1,DENG00X00,CO2,1,2032,11550.422818201627
REGION1,DENG00X00,CO2,1,2033,10787.809107658404
REGION1,DENG00X00,CO2,1,2034,10025.145596018512
REGION1,DENG00X00,CO2,1,2035,9262.478203691324
REGION1,DENG00X00,CO2,1,2036,8571.426888017491
REGION1,DENG00X00,CO2,1,2037,7880.375688124594
REGION1,DENG00X00,CO2,1,2038,7189.321917732104
REGION1,DENG00X00,CO2,1,2039,6498.274844516497
REGION1,DENG00X00,CO2,1,2040,5807.223230891864
REGION1,DENG00X00,CO2,1,2041,5722.583135067773
REGION1,DENG00X00,CO2,1,2042,5637.943262847117
REGION1,DENG00X00,CO2,1,2043,5553.2959080332075
REGION1,DENG00X00,CO2,1,2044,5468.6559597142905
REGION1,DENG00X00,CO2,1,2045,5383.967326405424
REGION1,DENG00X00,CO2,1,2046,5301.0372734627
REGION1,DENG00X00,CO2,1,2047,5218.056929403924
REGION1,DENG00X00,CO2,1,2048,5135.126876461202
REGION1,DENG00X00,CO2,1,2049,5052.1505541727
REGION1,DENG00X00,CO2,1,2050,4969.195007650131
REGION1,DENG00X00,CO2,1,2051,4869.804973525703
REGION1,DENG00X00,CO2,1,2052,4772.419222650595
REGION1,DENG00X00,CO2,1,2053,4676.972574282647
REGION1,DENG00X00,CO2,1,2054,4583.4251468936645
REGION1,DENG00X00,CO2,1,2055,4491.755915765369
REGION1,DENG00X00,CO2,1,2056,4401.920747321787
REGION1,DENG00X00,CO2,1,2057,4313.88812044581
REGION1,DENG00X00,CO2,1,2058,4227.608949355698
REGION1,DENG00X00,CO2,1,2059,4143.053619192436
REGION1,DENG00X00,CO2,1,2060,4060.191364039514
REGION1,DENGCCPH2,DEPM25,1,2015,0.04535591968007163
REGION1,DENGCCPH2,DEPM25,1,2016,0.045660487827926345
REGION1,DENGCCPH2,DEPM25,1,2017,0.04467563978103699
REGION1,DENGCCPH2,DEPM25,1,2018,0.04497945059001476
REGION1,DENGCCPH2,DEPM25,1,2019,0.04528767851765192
REGION1,DENGCCPH2,DEPM25,1,2020,0.04559989539995471
REGION1,DENGCCPH2,DEPM25,1,2021,0.045747564871000776
REGION1,DENGCCPH2,DEPM25,1,2022,0.04662087718452003
REGION1,DENGCCPH2,DEPM25,1,2023,0.04928117824864033
REGION1,DENGCCPH2,DEPM25,1,2024,0.048133898580192847
REGION1,DENGCCPH2,DEPM25,1,2025,0.05069988452376244
REGION1,DENGCCPH2,DEPM25,1,2026,0.04696049530747195
REGION1,DENGCCPH2,DEPM25,1,2027,0.04505838014657473
REGION1,DENGCCPH2,DEPM25,1,2028,0.04370201117640787
REGION1,DENGCCPH2,DEPM25,1,2029,0.039747933090170995
REGION1,DENGCCPH2,DEPM25,1,2030,0.03224005322662215
REGION1,DENGCCPH2,DEPM25,1,2031,0.030359721484282017
REGION1,DENGCCPH2,DEPM25,1,2032,0.028479254095202973
REGION1,DENGCCPH2,DEPM25,1,2033,0.037278447575895345
REGION1,DENGCCPH2,DEPM25,1,2034,0.04278347926079094
REGION1,DENGCCPH2,DEPM25,1,2035,0.05906488486362317
REGION1,DENGCCPH2,DEPM25,1,2036,0.06944035928510559
REGION1,DENGCCPH2,DEPM25,1,2037,0.08516067031920382
REGION1,DENGCCPH2,DEPM25,1,2038,0.09485793048887445
REGION1,DENGCCPH2,DEPM25,1,2039,0.1031551747296651
REGION1,DENGCCPH2,DEPM25,1,2040,0.100549578416004
REGION1,DENGCCPH2,DEPM25,1,2041,0.10054957736935373
REGION1,DENGCCPH2,DEPM25,1,2042,0.09905108615005412
REGION1,DENGCCPH2,DEPM25,1,2043,0.09658496974186173
REGION1,DENGCCPH2,DEPM25,1,2044,0.09620432997443368
REGION1,DENGCCPH2,DEPM25,1,2045,0.09459599540621237
REGION1,DENGCCPH2,DEPM25,1,2046,0.09459599540621237
REGION1,DENGCCPH2,DEPM25,1,2047,0.09459599415949553
REGION1,DENGCCPH2,DEPM25,1,2048,0.09459599397665971
REGION1,DENGCCPH2,DEPM25,1,2049,0.09459599466362362
REGION1,DENGCCPH2,DEPM25,1,2050,0.09459599346729378
REGION1,DENGCCPH2,DEPM25,1,2051,0.09459599056092574
REGION1,DENGCCPH2,DEPM25,1,2052,0.09459599243486556
REGION1,DENGCCPH2,DEPM25,1,2053,0.08348336394852468
REGION1,DENGCCPH2,DEPM25,1,2054,0.09459599540621237
REGION1,DENGCCPH2,DEPM25,1,2055,0.08970382764157207
REGION1,DENGCCPH2,DEPM25,1,2056,0.08910471670911076
REGION1,DENGCCPH2,DEPM25,1,2057,0.07967377096789041
REGION1,DENGCCPH2,DEPM25,1,2058,0.07448779117197547
REGION1,DENGCCPH2,DEPM25,1,2059,0.06476035188110796
REGION1,DENGCCPH2,DEPM25,1,2060,0.05469415728076331
REGION1,DENGCHPH3,DEPM25,1,2036,7.109444922316559e-05
REGION1,DENGCHPH3,DEPM25,1,2037,0.0001548564464514355
REGION1,DENGCHPH3,DEPM25,1,2038,8.373196716268032e-05
REGION1,DENGCHPH3,DEPM25,1,2039,1.4288657348755257e-05
REGION1,DENGSTPH2,DEPM25,1,2036,0.000609631481903685
REGION1,DENGSTPH2,DEPM25,1,2037,0.000609631481903685
REGION1,DENGSTPH2,DEPM25,1,2038,0.000609631481903685
REGION1,DENGSTPH2,DEPM25,1,2039,0.000609631481903685
REGION1,DENGSTPH2,DEPM25,1,2040,0.000609631481903685
REGION1,DENGSTPH2,DEPM25,1,2041,0.000609631481903685
REGION1,DENGSTPH2,DEPM25,1,2042,1.3533695864663039e-05
REGION1,DESODIFH1,DESO,1,2015,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2016,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2017,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2018,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2019,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2020,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2021,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2022,0.022711597315934424
REGION1,DESODIFH1,DESO,1,2023,0.02263306482175761
REGION1,DESODIFH1,DESO,1,2024,0.01969594953954479
REGION1,DESODIFH1,DESO,1,2025,0.016892339497432556
REGION1,DESODIFH1,DESO,1,2026,0.01462667704043149
REGION1,DESODIFH1,DESO,1,2027,0.013405496755982042
REGION1,DESODIFH1,DESO,1,2028,0.007951415035402355
REGION1,DESODIFH1,DESO,1,2029,0.006997245231154071
REGION1,DESODIFH1,DESO,1,2030,0.0065692431378904384
REGION1,DESODIFH1,DESO,1,2031,0.005791771445539986
REGION1,DESODIFH1,DESO,1,2032,0.004931840634303879
REGION1,DESODIFH1,DESO,1,2033,0.0035221823638300798
REGION1,DESODIFH1,DESO,1,2034,0.0028664360374536877
REGION1,DESODIFH1,DESO,1,2035,0.0015470901352832233
REGION1,DESODIFH1,DESO,1,2036,0.0015470901352832233
REGION1,DESODIFH1,DESO,1,2037,0.0007853249417681338
REGION1,DESOUTPH2,DESO,1,2015,149.66714858792415
REGION1,DESOUTPH2,DESO,1,2016,154.5571499130751
REGION1,DESOUTPH2,DESO,1,2017,156.77638143752696
REGION1,DESOUTPH2,DESO,1,2018,156.77638143752696
REGION1,DESOUTPH2,DESO,1,2019,169.84543681004774
REGION1,DESOUTPH2,DESO,1,2020,175.99712735631962
REGION1,DESOUTPH2,DESO,1,2021,190.28711683113445
REGION1,DESOUTPH2,DESO,1,2022,228.25707859519466
REGION1,DESOUTPH2,DESO,1,2023,264.08089585998573
REGION1,DESOUTPH2,DESO,1,2024,287.6308275512577
REGION1,DESOUTPH2,DESO,1,2025,311.18547119218033
REGION1,DESOUTPH2,DESO,1,2026,334.7267643090927
REGION1,DESOUTPH2,DESO,1,2027,358.2409637155143
REGION1,DESOUTPH2,DESO,1,2028,381.2042576752853
REGION1,DESOUTPH2,DESO,1,2029,404.5366543576875
REGION1,DESOUTPH2,DESO,1,2030,427.9338403477855
REGION1,DESOUTPH2,DESO,1,2031,451.2623104054789
REGION1,DESOUTPH2,DESO,1,2032,459.19134368004075
REGION1,DESOUTPH2,DESO,1,2033,475.0957444007291
REGION1,DESOUTPH2,DESO,1,2034,479.4167072393589
REGION1,DESOUTPH2,DESO,1,2035,477.32803054770494
REGION1,DESOUTPH2,DESO,1,2036,473.4603052094968
REGION1,DESOUTPH2,DESO,1,2037,469.12609685587864
REGION1,DESOUTPH2,DESO,1,2038,480.14499111382736
REGION1,DESOUTPH2,DESO,1,2039,500.1747037536236
REGION1,DESOUTPH2,DESO,1,2040,508.7395498449184
REGION1,DESOUTPH2,DESO,1,2041,515.3095440314991
REGION1,DESOUTPH2,DESO,1,2042,521.8895196604964
REGION1,DESOUTPH2,DESO,1,2043,528.4695442897151
REGION1,DESOUTPH2,DESO,1,2044,535.0395421597951
REGION1,DESOUTPH2,DESO,1,2045,541.6195367771237
REGION1,DESOUTPH2,DESO,1,2046,558.6095181386298
REGION1,DESOUTPH2,DESO,1,2047,575.5894995515581
REGION1,DESOUTPH2,DESO,1,2048,592.5794809324178
REGION1,DESOUTPH2,DESO,1,2049,609.5694446393726
REGION1,DESOUTPH2,DESO,1,2050,626.5594389009901
