REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
REGION1,S01B1,DKNGCCPH2,1,DKE1,2019,0.91265184
REGION1,S01B1,DKNGCCPH2,1,DKE1,2020,0.91265184
REGION1,S01B1,DKNGCCPH2,1,DKE1,2023,0.7221744
REGION1,S01B1,DKNGCCPH2,1,DKE1,2024,0.7221744
REGION1,S01B1,DKNGCCPH2,1,DKE1,2025,0.7221744
REGION1,S01B1,DKNGCHPH3,1,DKE1,2017,5.634515257441303
REGION1,S01B1,DKNGCHPH3,1,DKE1,2019,1.9122633051251827
REGION1,S01B1,DKNGSTPH2,1,DKE1,2015,1.1826
REGION1,S01B1,DKNGSTPH2,1,DKE1,2016,1.1826
REGION1,S01B1,DKNGSTPH2,1,DKE1,2017,1.1826
REGION1,S01B1,DKNGSTPH2,1,DKE1,2018,1.1826
REGION1,S01B1,DKNGSTPH2,1,DKE1,2019,1.1826
REGION1,S01B1,DKOCWVPH1,1,DKE1,2031,0.015768
REGION1,S01B1,DKWIOFPH3,1,DKE1,2015,17.747501064912
REGION1,S01B1,DKWIOFPH3,1,DKE1,2016,17.747501064912
REGION1,S01B1,DKWIOFPH3,1,DKE1,2017,17.747501064912
REGION1,S01B1,DKWIOFPH3,1,DKE1,2018,17.747501064912
REGION1,S01B1,DKWIOFPH3,1,DKE1,2019,17.747501064912
REGION1,S01B1,DKWIOFPH3,1,DKE1,2020,17.747501064912
