REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DKBMCSPN2,1,2053,DKBM,S04B2,14.830590003819148
REGION1,DKBMCSPN2,1,2053,DKBM,S05B2,14.830590003819148
REGION1,DKBMCSPN2,1,2054,DKBM,S01B1,15.244520674331287
REGION1,DKBMCSPN2,1,2054,DKBM,S01B2,14.324786472541406
REGION1,DKBMCSPN2,1,2054,DKBM,S01B3,15.244520674331287
REGION1,DKBMCSPN2,1,2054,DKBM,S02B1,15.244520674331287
REGION1,DKBMCSPN2,1,2054,DKBM,S02B2,7.078524706131679
REGION1,DKBMCSPN2,1,2054,DKBM,S02B3,6.598310267886433
REGION1,DKBMCSPN2,1,2054,DKBM,S03B1,15.244520674331287
REGION1,DKBMCSPN2,1,2054,DKBM,S03B2,15.244520674331287
REGION1,DKBMCSPN2,1,2054,DKBM,S03B3,15.244520674331287
REGION1,DKBMCSPN2,1,2054,DKBM,S04B2,15.244520674331287
REGION1,DKBMCSPN2,1,2054,DKBM,S05B2,10.976163235414376
REGION1,DKBMCSPN2,1,2055,DKBM,S01B1,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S01B2,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S01B3,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S02B1,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S02B2,0.3597446365611244
REGION1,DKBMCSPN2,1,2055,DKBM,S03B1,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S03B2,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S03B3,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S04B2,15.201945625927575
REGION1,DKBMCSPN2,1,2055,DKBM,S04B3,8.279533834748472
REGION1,DKBMCSPN2,1,2055,DKBM,S05B2,15.201945625927575
REGION1,DKBMCSPN2,1,2056,DKBM,S01B1,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S01B2,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S01B3,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S02B1,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S02B3,6.774003168952457
REGION1,DKBMCSPN2,1,2056,DKBM,S03B1,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S03B2,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S03B3,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S04B2,15.167971222630696
REGION1,DKBMCSPN2,1,2056,DKBM,S04B3,5.913197660542912
REGION1,DKBMCSPN2,1,2056,DKBM,S05B2,15.167971222630696
REGION1,DKBMCSPN2,1,2057,DKBM,S01B1,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S01B2,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S01B3,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S02B1,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S02B3,11.906737705123854
REGION1,DKBMCSPN2,1,2057,DKBM,S03B1,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S03B2,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S03B3,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S04B2,15.140846370763287
REGION1,DKBMCSPN2,1,2057,DKBM,S04B3,2.8073487979759855
REGION1,DKBMCSPN2,1,2057,DKBM,S05B2,15.140846370763287
REGION1,DKBMCSPN2,1,2058,DKBM,S01B1,8.65895568263711
REGION1,DKBMCSPN2,1,2058,DKBM,S01B2,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S01B3,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S02B1,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S02B2,1.3044870758451805
REGION1,DKBMCSPN2,1,2058,DKBM,S02B3,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S03B1,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S03B2,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S03B3,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S04B2,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S05B2,15.119181420115591
REGION1,DKBMCSPN2,1,2058,DKBM,S05B3,15.119181420115591
REGION1,DKBMCSPN2,1,2059,DKBM,S01B2,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S01B3,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S02B1,1.1957532732719842
REGION1,DKBMCSPN2,1,2059,DKBM,S02B2,10.835301241343373
REGION1,DKBMCSPN2,1,2059,DKBM,S02B3,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S03B1,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S03B2,14.094429922713724
REGION1,DKBMCSPN2,1,2059,DKBM,S03B3,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S04B1,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S04B2,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S05B2,15.101871777840497
REGION1,DKBMCSPN2,1,2059,DKBM,S05B3,15.101871777840497
REGION1,DKBMCSPN2,1,2060,DKBM,S01B1,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S01B2,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S01B3,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S02B1,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S02B2,4.05609850779761
REGION1,DKBMCSPN2,1,2060,DKBM,S02B3,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S03B1,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S03B2,14.304023036419887
REGION1,DKBMCSPN2,1,2060,DKBM,S03B3,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S04B2,15.088038338758752
REGION1,DKBMCSPN2,1,2060,DKBM,S05B2,15.088038338758752
REGION1,DKBMSTPH3,1,2015,DKBM,S01B2,29.093098210973235
REGION1,DKBMSTPH3,1,2015,DKBM,S02B2,45.93659903770317
REGION1,DKBMSTPH3,1,2015,DKBM,S03B2,45.93659903770317
REGION1,DKBMSTPH3,1,2015,DKBM,S03B3,45.93659903770317
REGION1,DKBMSTPH3,1,2015,DKBM,S04B2,45.93659903770317
REGION1,DKBMSTPH3,1,2015,DKBM,S05B1,45.93659903770317
REGION1,DKBMSTPH3,1,2015,DKBM,S05B2,45.93659903770317
REGION1,DKBMSTPH3,1,2016,DKBM,S01B2,36.12717530622725
REGION1,DKBMSTPH3,1,2016,DKBM,S02B1,45.93659903770317
REGION1,DKBMSTPH3,1,2016,DKBM,S02B2,45.93659903770317
REGION1,DKBMSTPH3,1,2016,DKBM,S03B1,45.93659903770317
REGION1,DKBMSTPH3,1,2016,DKBM,S03B2,45.93659903770317
REGION1,DKBMSTPH3,1,2016,DKBM,S05B2,45.93659903770317
REGION1,DKBMSTPH3,1,2016,DKBM,S05B3,45.93659903770317
REGION1,DKBMSTPH3,1,2017,DKBM,S01B2,41.86923970664959
REGION1,DKBMSTPH3,1,2017,DKBM,S02B1,45.93659903770317
REGION1,DKBMSTPH3,1,2017,DKBM,S02B2,45.93659903770317
REGION1,DKBMSTPH3,1,2017,DKBM,S03B1,45.93659903770317
REGION1,DKBMSTPH3,1,2017,DKBM,S03B2,45.93659903770317
REGION1,DKBMSTPH3,1,2017,DKBM,S05B2,45.93659903770317
REGION1,DKBMSTPH3,1,2018,DKBM,S02B2,45.93659903770317
REGION1,DKBMSTPH3,1,2018,DKBM,S03B1,45.93659903770317
REGION1,DKBMSTPH3,1,2018,DKBM,S03B2,43.002797347318385
REGION1,DKBMSTPH3,1,2018,DKBM,S03B3,45.93659903770317
REGION1,DKBMSTPH3,1,2018,DKBM,S04B2,45.93659903770317
REGION1,DKBMSTPH3,1,2018,DKBM,S05B2,45.93659903770317
REGION1,DKBMSTPH3,1,2018,DKBM,S05B3,45.93659903770317
REGION1,DKBMSTPH3,1,2019,DKBM,S01B2,40.57726892898019
REGION1,DKBMSTPH3,1,2019,DKBM,S02B2,45.93659903770317
REGION1,DKBMSTPH3,1,2019,DKBM,S03B2,45.93659903770317
REGION1,DKBMSTPH3,1,2019,DKBM,S03B3,45.93659903770317
REGION1,DKBMSTPH3,1,2019,DKBM,S04B2,45.93659903770317
REGION1,DKBMSTPH3,1,2019,DKBM,S05B2,45.93659903770317
REGION1,DKBMSTPH3,1,2020,DKBM,S01B2,28.491294573846236
REGION1,DKBMSTPH3,1,2020,DKBM,S01B3,45.93659903770317
REGION1,DKBMSTPH3,1,2020,DKBM,S02B1,45.93659903770317
REGION1,DKBMSTPH3,1,2020,DKBM,S02B2,45.93659903770317
REGION1,DKBMSTPH3,1,2020,DKBM,S02B3,45.93659903770317
REGION1,DKBMSTPH3,1,2020,DKBM,S03B1,34.268050003396695
REGION1,DKBMSTPH3,1,2020,DKBM,S03B2,45.93659903770317
REGION1,DKBMSTPH3,1,2020,DKBM,S04B1,45.93659903770317
REGION1,DKBMSTPH3,1,2020,DKBM,S05B2,45.93659903770317
