REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
REGION1,S01B3,NOHYDMPH2,1,NOE1,2053,102.834284443416
REGION1,S01B3,NOHYDMPH2,1,NOE1,2054,97.4960558982187
REGION1,S01B3,NOHYDMPH2,1,NOE1,2055,93.5800729468459
REGION1,S01B3,NOHYDMPH2,1,NOE1,2056,92.1370078008043
REGION1,S01B3,NOHYDMPH2,1,NOE1,2057,88.5802018571467
REGION1,S01B3,NOHYDMPH2,1,NOE1,2058,84.8390395732459
REGION1,S01B3,NOHYDMPH2,1,NOE1,2059,76.5032722924219
REGION1,S01B3,NOHYDMPH2,1,NOE1,2060,71.0727066492235
REGION1,S01B3,NOHYDMPH3,1,NOE1,2015,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2016,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2017,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2018,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2019,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2020,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2021,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2022,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2023,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2024,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2025,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2026,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2027,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2028,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2029,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2030,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2031,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2032,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2033,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2034,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2035,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2036,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2037,167.123790266846
