REGION,FUEL,TIMESLICE,YEAR,VALUE
REGION1,FIE2,S05B2,2034,0.079008885
REGION1,FIE2,S05B2,2035,0.079008885
REGION1,FIE2,S05B2,2036,0.079008885
REGION1,FIE2,S05B2,2037,0.079008885
REGION1,FIE2,S05B2,2038,0.079008885
REGION1,FIE2,S05B2,2039,0.079008885
REGION1,FIE2,S05B2,2040,0.079008885
REGION1,FIE2,S05B2,2041,0.079008885
REGION1,FIE2,S05B2,2042,0.079008885
REGION1,FIE2,S05B2,2043,0.079008885
REGION1,FIE2,S05B2,2044,0.079008885
REGION1,FIE2,S05B2,2045,0.079008885
REGION1,FIE2,S05B2,2046,0.079008885
REGION1,FIE2,S05B2,2047,0.079008885
REGION1,FIE2,S05B2,2048,0.079008885
REGION1,FIE2,S05B2,2049,0.079008885
REGION1,FIE2,S05B2,2050,0.079008885
REGION1,FIE2,S05B2,2051,0.079008885
REGION1,FIE2,S05B2,2052,0.079008885
REGION1,FIE2,S05B2,2053,0.079008885
REGION1,FIE2,S05B2,2054,0.079008885
REGION1,FIE2,S05B2,2055,0.079008885
REGION1,FIE2,S05B2,2056,0.079008885
REGION1,FIE2,S05B2,2057,0.079008885
REGION1,FIE2,S05B2,2058,0.079008885
REGION1,FIE2,S05B2,2059,0.079008885
REGION1,FIE2,S05B2,2060,0.079008885
REGION1,FIE2,S05B3,2015,0.014809045
REGION1,FIE2,S05B3,2016,0.014809045
REGION1,FIE2,S05B3,2017,0.014809045
REGION1,FIE2,S05B3,2018,0.014809045
REGION1,FIE2,S05B3,2019,0.014809045
REGION1,FIE2,S05B3,2020,0.014809045
REGION1,FIE2,S05B3,2021,0.014809045
REGION1,FIE2,S05B3,2022,0.014809045
REGION1,FIE2,S05B3,2023,0.014809045
REGION1,FIE2,S05B3,2024,0.014809045
REGION1,FIE2,S05B3,2025,0.014809045
REGION1,FIE2,S05B3,2026,0.014809045
REGION1,FIE2,S05B3,2027,0.014809045
REGION1,FIE2,S05B3,2028,0.014809045
REGION1,FIE2,S05B3,2029,0.014809045
REGION1,FIE2,S05B3,2030,0.014809045
REGION1,FIE2,S05B3,2031,0.014809045
REGION1,FIE2,S05B3,2032,0.014809045
REGION1,FIE2,S05B3,2033,0.014809045
REGION1,FIE2,S05B3,2034,0.014809045
REGION1,FIE2,S05B3,2035,0.014809045
REGION1,FIE2,S05B3,2036,0.014809045
REGION1,FIE2,S05B3,2037,0.014809045
REGION1,FIE2,S05B3,2038,0.014809045
REGION1,FIE2,S05B3,2039,0.014809045
REGION1,FIE2,S05B3,2040,0.014809045
REGION1,FIE2,S05B3,2041,0.014809045
REGION1,FIE2,S05B3,2042,0.014809045
REGION1,FIE2,S05B3,2043,0.014809045
REGION1,FIE2,S05B3,2044,0.014809045
REGION1,FIE2,S05B3,2045,0.014809045
REGION1,FIE2,S05B3,2046,0.014809045
REGION1,FIE2,S05B3,2047,0.014809045
REGION1,FIE2,S05B3,2048,0.014809045
REGION1,FIE2,S05B3,2049,0.014809045
REGION1,FIE2,S05B3,2050,0.014809045
REGION1,FIE2,S05B3,2051,0.014809045
REGION1,FIE2,S05B3,2052,0.014809045
REGION1,FIE2,S05B3,2053,0.014809045
REGION1,FIE2,S05B3,2054,0.014809045
REGION1,FIE2,S05B3,2055,0.014809045
REGION1,FIE2,S05B3,2056,0.014809045
REGION1,FIE2,S05B3,2057,0.014809045
REGION1,FIE2,S05B3,2058,0.014809045
REGION1,FIE2,S05B3,2059,0.014809045
REGION1,FIE2,S05B3,2060,0.014809045
REGION1,NOE2,S01B1,2015,0.0480456259999999
REGION1,NOE2,S01B1,2016,0.0480456259999999
REGION1,NOE2,S01B1,2017,0.0480456259999999
REGION1,NOE2,S01B1,2018,0.0480456259999999
REGION1,NOE2,S01B1,2019,0.0480456259999999
REGION1,NOE2,S01B1,2020,0.0480456259999999
REGION1,NOE2,S01B1,2021,0.0480456259999999
REGION1,NOE2,S01B1,2022,0.0480456259999999
REGION1,NOE2,S01B1,2023,0.0480456259999999
REGION1,NOE2,S01B1,2024,0.0480456259999999
REGION1,NOE2,S01B1,2025,0.0480456259999999
REGION1,NOE2,S01B1,2026,0.0480456259999999
REGION1,NOE2,S01B1,2027,0.0480456259999999
REGION1,NOE2,S01B1,2028,0.0480456259999999
REGION1,NOE2,S01B1,2029,0.0480456259999999
REGION1,NOE2,S01B1,2030,0.0480456259999999
REGION1,NOE2,S01B1,2031,0.0480456259999999
REGION1,NOE2,S01B1,2032,0.0480456259999999
REGION1,NOE2,S01B1,2033,0.0480456259999999
REGION1,NOE2,S01B1,2034,0.0480456259999999
REGION1,NOE2,S01B1,2035,0.0480456259999999
REGION1,NOE2,S01B1,2036,0.0480456259999999
REGION1,NOE2,S01B1,2037,0.0480456259999999
REGION1,NOE2,S01B1,2038,0.0480456259999999
REGION1,NOE2,S01B1,2039,0.0480456259999999
REGION1,NOE2,S01B1,2040,0.0480456259999999
REGION1,NOE2,S01B1,2041,0.0480456259999999
REGION1,NOE2,S01B1,2042,0.0480456259999999
REGION1,NOE2,S01B1,2043,0.0480456259999999
REGION1,NOE2,S01B1,2044,0.0480456259999999
REGION1,NOE2,S01B1,2045,0.0480456259999999
REGION1,NOE2,S01B1,2046,0.0480456259999999
REGION1,NOE2,S01B1,2047,0.0480456259999999
REGION1,NOE2,S01B1,2048,0.0480456259999999
REGION1,NOE2,S01B1,2049,0.0480456259999999
REGION1,NOE2,S01B1,2050,0.0480456259999999
REGION1,NOE2,S01B1,2051,0.0480456259999999
REGION1,NOE2,S01B1,2052,0.0480456259999999
REGION1,NOE2,S01B1,2053,0.0480456259999999
REGION1,NOE2,S01B1,2054,0.0480456259999999
REGION1,NOE2,S01B1,2055,0.0480456259999999
REGION1,NOE2,S01B1,2056,0.0480456259999999
REGION1,NOE2,S01B1,2057,0.0480456259999999
REGION1,NOE2,S01B1,2058,0.0480456259999999
REGION1,NOE2,S01B1,2059,0.0480456259999999
REGION1,NOE2,S01B1,2060,0.0480456259999999
REGION1,NOE2,S01B2,2015,0.14156432
REGION1,NOE2,S01B2,2016,0.14156432
REGION1,NOE2,S01B2,2017,0.14156432
REGION1,NOE2,S01B2,2018,0.14156432
REGION1,NOE2,S01B2,2019,0.14156432
REGION1,NOE2,S01B2,2020,0.14156432
REGION1,NOE2,S01B2,2021,0.14156432
REGION1,NOE2,S01B2,2022,0.14156432
REGION1,NOE2,S01B2,2023,0.14156432
REGION1,NOE2,S01B2,2024,0.14156432
REGION1,NOE2,S01B2,2025,0.14156432
REGION1,NOE2,S01B2,2026,0.14156432
REGION1,NOE2,S01B2,2027,0.14156432
REGION1,NOE2,S01B2,2028,0.14156432
REGION1,NOE2,S01B2,2029,0.14156432
REGION1,NOE2,S01B2,2030,0.14156432
REGION1,NOE2,S01B2,2031,0.14156432
REGION1,NOE2,S01B2,2032,0.14156432
REGION1,NOE2,S01B2,2033,0.14156432
REGION1,NOE2,S01B2,2034,0.14156432
REGION1,NOE2,S01B2,2035,0.14156432
REGION1,NOE2,S01B2,2036,0.14156432
REGION1,NOE2,S01B2,2037,0.14156432
REGION1,NOE2,S01B2,2038,0.14156432
REGION1,NOE2,S01B2,2039,0.14156432
REGION1,NOE2,S01B2,2040,0.14156432
REGION1,NOE2,S01B2,2041,0.14156432
REGION1,NOE2,S01B2,2042,0.14156432
REGION1,NOE2,S01B2,2043,0.14156432
REGION1,NOE2,S01B2,2044,0.14156432
REGION1,NOE2,S01B2,2045,0.14156432
REGION1,NOE2,S01B2,2046,0.14156432
REGION1,NOE2,S01B2,2047,0.14156432
REGION1,NOE2,S01B2,2048,0.14156432
REGION1,NOE2,S01B2,2049,0.14156432
REGION1,NOE2,S01B2,2050,0.14156432
REGION1,NOE2,S01B2,2051,0.14156432
REGION1,NOE2,S01B2,2052,0.14156432
REGION1,NOE2,S01B2,2053,0.14156432
REGION1,NOE2,S01B2,2054,0.14156432
REGION1,NOE2,S01B2,2055,0.14156432
REGION1,NOE2,S01B2,2056,0.14156432
REGION1,NOE2,S01B2,2057,0.14156432
REGION1,NOE2,S01B2,2058,0.14156432
REGION1,NOE2,S01B2,2059,0.14156432
REGION1,NOE2,S01B2,2060,0.14156432
REGION1,NOE2,S01B3,2015,0.026306169
REGION1,NOE2,S01B3,2016,0.026306169
REGION1,NOE2,S01B3,2017,0.026306169
REGION1,NOE2,S01B3,2018,0.026306169
REGION1,NOE2,S01B3,2019,0.026306169
REGION1,NOE2,S01B3,2020,0.026306169
REGION1,NOE2,S01B3,2021,0.026306169
REGION1,NOE2,S01B3,2022,0.026306169
REGION1,NOE2,S01B3,2023,0.026306169
REGION1,NOE2,S01B3,2024,0.026306169
REGION1,NOE2,S01B3,2025,0.026306169
REGION1,NOE2,S01B3,2026,0.026306169
REGION1,NOE2,S01B3,2027,0.026306169
REGION1,NOE2,S01B3,2028,0.026306169
REGION1,NOE2,S01B3,2029,0.026306169
REGION1,NOE2,S01B3,2030,0.026306169
REGION1,NOE2,S01B3,2031,0.026306169
REGION1,NOE2,S01B3,2032,0.026306169
REGION1,NOE2,S01B3,2033,0.026306169
REGION1,NOE2,S01B3,2034,0.026306169
REGION1,NOE2,S01B3,2035,0.026306169
REGION1,NOE2,S01B3,2036,0.026306169
REGION1,NOE2,S01B3,2037,0.026306169
REGION1,NOE2,S01B3,2038,0.026306169
REGION1,NOE2,S01B3,2039,0.026306169
REGION1,NOE2,S01B3,2040,0.026306169
REGION1,NOE2,S01B3,2041,0.026306169
REGION1,NOE2,S01B3,2042,0.026306169
REGION1,NOE2,S01B3,2043,0.026306169
REGION1,NOE2,S01B3,2044,0.026306169
REGION1,NOE2,S01B3,2045,0.026306169
REGION1,NOE2,S01B3,2046,0.026306169
REGION1,NOE2,S01B3,2047,0.026306169
REGION1,NOE2,S01B3,2048,0.026306169
REGION1,NOE2,S01B3,2049,0.026306169
REGION1,NOE2,S01B3,2050,0.026306169
REGION1,NOE2,S01B3,2051,0.026306169
REGION1,NOE2,S01B3,2052,0.026306169
REGION1,NOE2,S01B3,2053,0.026306169
REGION1,NOE2,S01B3,2054,0.026306169
REGION1,NOE2,S01B3,2055,0.026306169
REGION1,NOE2,S01B3,2056,0.026306169
REGION1,NOE2,S01B3,2057,0.026306169
REGION1,NOE2,S01B3,2058,0.026306169
REGION1,NOE2,S01B3,2059,0.026306169
REGION1,NOE2,S01B3,2060,0.026306169
REGION1,NOE2,S02B1,2015,0.025163036
REGION1,NOE2,S02B1,2016,0.025163036
REGION1,NOE2,S02B1,2017,0.025163036
REGION1,NOE2,S02B1,2018,0.025163036
REGION1,NOE2,S02B1,2019,0.025163036
REGION1,NOE2,S02B1,2020,0.025163036
REGION1,NOE2,S02B1,2021,0.025163036
REGION1,NOE2,S02B1,2022,0.025163036
REGION1,NOE2,S02B1,2023,0.025163036
REGION1,NOE2,S02B1,2024,0.025163036
REGION1,NOE2,S02B1,2025,0.025163036
REGION1,NOE2,S02B1,2026,0.025163036
REGION1,NOE2,S02B1,2027,0.025163036
REGION1,NOE2,S02B1,2028,0.025163036
REGION1,NOE2,S02B1,2029,0.025163036
REGION1,NOE2,S02B1,2030,0.025163036
REGION1,NOE2,S02B1,2031,0.025163036
REGION1,NOE2,S02B1,2032,0.025163036
REGION1,NOE2,S02B1,2033,0.025163036
REGION1,NOE2,S02B1,2034,0.025163036
REGION1,NOE2,S02B1,2035,0.025163036
REGION1,NOE2,S02B1,2036,0.025163036
REGION1,NOE2,S02B1,2037,0.025163036
REGION1,NOE2,S02B1,2038,0.025163036
REGION1,NOE2,S02B1,2039,0.025163036
REGION1,NOE2,S02B1,2040,0.025163036
REGION1,NOE2,S02B1,2041,0.025163036
REGION1,NOE2,S02B1,2042,0.025163036
REGION1,NOE2,S02B1,2043,0.025163036
REGION1,NOE2,S02B1,2044,0.025163036
REGION1,NOE2,S02B1,2045,0.025163036
REGION1,NOE2,S02B1,2046,0.025163036
REGION1,NOE2,S02B1,2047,0.025163036
REGION1,NOE2,S02B1,2048,0.025163036
REGION1,NOE2,S02B1,2049,0.025163036
REGION1,NOE2,S02B1,2050,0.025163036
REGION1,NOE2,S02B1,2051,0.025163036
REGION1,NOE2,S02B1,2052,0.025163036
REGION1,NOE2,S02B1,2053,0.025163036
REGION1,NOE2,S02B1,2054,0.025163036
REGION1,NOE2,S02B1,2055,0.025163036
REGION1,NOE2,S02B1,2056,0.025163036
REGION1,NOE2,S02B1,2057,0.025163036
REGION1,NOE2,S02B1,2058,0.025163036
REGION1,NOE2,S02B1,2059,0.025163036
REGION1,NOE2,S02B1,2060,0.025163036
REGION1,NOE2,S02B2,2015,0.075882647
REGION1,NOE2,S02B2,2016,0.075882647
REGION1,NOE2,S02B2,2017,0.075882647
REGION1,NOE2,S02B2,2018,0.075882647
REGION1,NOE2,S02B2,2019,0.075882647
REGION1,NOE2,S02B2,2020,0.075882647
REGION1,NOE2,S02B2,2021,0.075882647
REGION1,NOE2,S02B2,2022,0.075882647
REGION1,NOE2,S02B2,2023,0.075882647
REGION1,NOE2,S02B2,2024,0.075882647
REGION1,NOE2,S02B2,2025,0.075882647
REGION1,NOE2,S02B2,2026,0.075882647
REGION1,NOE2,S02B2,2027,0.075882647
REGION1,NOE2,S02B2,2028,0.075882647
REGION1,NOE2,S02B2,2029,0.075882647
REGION1,NOE2,S02B2,2030,0.075882647
REGION1,NOE2,S02B2,2031,0.075882647
REGION1,NOE2,S02B2,2032,0.075882647
REGION1,NOE2,S02B2,2033,0.075882647
REGION1,NOE2,S02B2,2034,0.075882647
REGION1,NOE2,S02B2,2035,0.075882647
REGION1,NOE2,S02B2,2036,0.075882647
REGION1,NOE2,S02B2,2037,0.075882647
REGION1,NOE2,S02B2,2038,0.075882647
REGION1,NOE2,S02B2,2039,0.075882647
REGION1,NOE2,S02B2,2040,0.075882647
REGION1,NOE2,S02B2,2041,0.075882647
REGION1,NOE2,S02B2,2042,0.075882647
REGION1,NOE2,S02B2,2043,0.075882647
REGION1,NOE2,S02B2,2044,0.075882647
REGION1,NOE2,S02B2,2045,0.075882647
REGION1,NOE2,S02B2,2046,0.075882647
REGION1,NOE2,S02B2,2047,0.075882647
REGION1,NOE2,S02B2,2048,0.075882647
REGION1,NOE2,S02B2,2049,0.075882647
REGION1,NOE2,S02B2,2050,0.075882647
REGION1,NOE2,S02B2,2051,0.075882647
REGION1,NOE2,S02B2,2052,0.075882647
REGION1,NOE2,S02B2,2053,0.075882647
REGION1,NOE2,S02B2,2054,0.075882647
REGION1,NOE2,S02B2,2055,0.075882647
REGION1,NOE2,S02B2,2056,0.075882647
REGION1,NOE2,S02B2,2057,0.075882647
REGION1,NOE2,S02B2,2058,0.075882647
REGION1,NOE2,S02B2,2059,0.075882647
REGION1,NOE2,S02B2,2060,0.075882647
REGION1,NOE2,S02B3,2015,0.008915473
REGION1,NOE2,S02B3,2016,0.008915473
REGION1,NOE2,S02B3,2017,0.008915473
REGION1,NOE2,S02B3,2018,0.008915473
REGION1,NOE2,S02B3,2019,0.008915473
REGION1,NOE2,S02B3,2020,0.008915473
REGION1,NOE2,S02B3,2021,0.008915473
REGION1,NOE2,S02B3,2022,0.008915473
REGION1,NOE2,S02B3,2023,0.008915473
REGION1,NOE2,S02B3,2024,0.008915473
REGION1,NOE2,S02B3,2025,0.008915473
REGION1,NOE2,S02B3,2026,0.008915473
REGION1,NOE2,S02B3,2027,0.008915473
REGION1,NOE2,S02B3,2028,0.008915473
REGION1,NOE2,S02B3,2029,0.008915473
REGION1,NOE2,S02B3,2030,0.008915473
REGION1,NOE2,S02B3,2031,0.008915473
REGION1,NOE2,S02B3,2032,0.008915473
REGION1,NOE2,S02B3,2033,0.008915473
REGION1,NOE2,S02B3,2034,0.008915473
REGION1,NOE2,S02B3,2035,0.008915473
REGION1,NOE2,S02B3,2036,0.008915473
REGION1,NOE2,S02B3,2037,0.008915473
REGION1,NOE2,S02B3,2038,0.008915473
REGION1,NOE2,S02B3,2039,0.008915473
REGION1,NOE2,S02B3,2040,0.008915473
REGION1,NOE2,S02B3,2041,0.008915473
REGION1,NOE2,S02B3,2042,0.008915473
REGION1,NOE2,S02B3,2043,0.008915473
REGION1,NOE2,S02B3,2044,0.008915473
REGION1,NOE2,S02B3,2045,0.008915473
REGION1,NOE2,S02B3,2046,0.008915473
REGION1,NOE2,S02B3,2047,0.008915473
REGION1,NOE2,S02B3,2048,0.008915473
REGION1,NOE2,S02B3,2049,0.008915473
REGION1,NOE2,S02B3,2050,0.008915473
REGION1,NOE2,S02B3,2051,0.008915473
REGION1,NOE2,S02B3,2052,0.008915473
REGION1,NOE2,S02B3,2053,0.008915473
REGION1,NOE2,S02B3,2054,0.008915473
REGION1,NOE2,S02B3,2055,0.008915473
REGION1,NOE2,S02B3,2056,0.008915473
REGION1,NOE2,S02B3,2057,0.008915473
REGION1,NOE2,S02B3,2058,0.008915473
REGION1,NOE2,S02B3,2059,0.008915473
REGION1,NOE2,S02B3,2060,0.008915473
REGION1,NOE2,S03B1,2015,0.079572389
REGION1,NOE2,S03B1,2016,0.079572389
REGION1,NOE2,S03B1,2017,0.079572389
REGION1,NOE2,S03B1,2018,0.079572389
REGION1,NOE2,S03B1,2019,0.079572389
REGION1,NOE2,S03B1,2020,0.079572389
REGION1,NOE2,S03B1,2021,0.079572389
REGION1,NOE2,S03B1,2022,0.079572389
REGION1,NOE2,S03B1,2023,0.079572389
REGION1,NOE2,S03B1,2024,0.079572389
REGION1,NOE2,S03B1,2025,0.079572389
REGION1,NOE2,S03B1,2026,0.079572389
REGION1,NOE2,S03B1,2027,0.079572389
REGION1,NOE2,S03B1,2028,0.079572389
REGION1,NOE2,S03B1,2029,0.079572389
REGION1,NOE2,S03B1,2030,0.079572389
REGION1,NOE2,S03B1,2031,0.079572389
REGION1,NOE2,S03B1,2032,0.079572389
REGION1,NOE2,S03B1,2033,0.079572389
REGION1,NOE2,S03B1,2034,0.079572389
REGION1,NOE2,S03B1,2035,0.079572389
REGION1,NOE2,S03B1,2036,0.079572389
REGION1,NOE2,S03B1,2037,0.079572389
REGION1,NOE2,S03B1,2038,0.079572389
REGION1,NOE2,S03B1,2039,0.079572389
REGION1,NOE2,S03B1,2040,0.079572389
REGION1,NOE2,S03B1,2041,0.079572389
REGION1,NOE2,S03B1,2042,0.079572389
REGION1,NOE2,S03B1,2043,0.079572389
REGION1,NOE2,S03B1,2044,0.079572389
REGION1,NOE2,S03B1,2045,0.079572389
REGION1,NOE2,S03B1,2046,0.079572389
REGION1,NOE2,S03B1,2047,0.079572389
REGION1,NOE2,S03B1,2048,0.079572389
REGION1,NOE2,S03B1,2049,0.079572389
REGION1,NOE2,S03B1,2050,0.079572389
REGION1,NOE2,S03B1,2051,0.079572389
REGION1,NOE2,S03B1,2052,0.079572389
REGION1,NOE2,S03B1,2053,0.079572389
REGION1,NOE2,S03B1,2054,0.079572389
REGION1,NOE2,S03B1,2055,0.079572389
REGION1,NOE2,S03B1,2056,0.079572389
REGION1,NOE2,S03B1,2057,0.079572389
REGION1,NOE2,S03B1,2058,0.079572389
REGION1,NOE2,S03B1,2059,0.079572389
REGION1,NOE2,S03B1,2060,0.079572389
REGION1,NOE2,S03B2,2015,0.294594674
REGION1,NOE2,S03B2,2016,0.294594674
REGION1,NOE2,S03B2,2017,0.294594674
REGION1,NOE2,S03B2,2018,0.294594674
REGION1,NOE2,S03B2,2019,0.294594674
REGION1,NOE2,S03B2,2020,0.294594674
REGION1,NOE2,S03B2,2021,0.294594674
REGION1,NOE2,S03B2,2022,0.294594674
REGION1,NOE2,S03B2,2023,0.294594674
REGION1,NOE2,S03B2,2024,0.294594674
REGION1,NOE2,S03B2,2025,0.294594674
REGION1,NOE2,S03B2,2026,0.294594674
REGION1,NOE2,S03B2,2027,0.294594674
REGION1,NOE2,S03B2,2028,0.294594674
REGION1,NOE2,S03B2,2029,0.294594674
REGION1,NOE2,S03B2,2030,0.294594674
REGION1,NOE2,S03B2,2031,0.294594674
REGION1,NOE2,S03B2,2032,0.294594674
REGION1,NOE2,S03B2,2033,0.294594674
REGION1,NOE2,S03B2,2034,0.294594674
REGION1,NOE2,S03B2,2035,0.294594674
REGION1,NOE2,S03B2,2036,0.294594674
REGION1,NOE2,S03B2,2037,0.294594674
REGION1,NOE2,S03B2,2038,0.294594674
REGION1,NOE2,S03B2,2039,0.294594674
REGION1,NOE2,S03B2,2040,0.294594674
REGION1,NOE2,S03B2,2041,0.294594674
REGION1,NOE2,S03B2,2042,0.294594674
REGION1,NOE2,S03B2,2043,0.294594674
REGION1,NOE2,S03B2,2044,0.294594674
REGION1,NOE2,S03B2,2045,0.294594674
REGION1,NOE2,S03B2,2046,0.294594674
REGION1,NOE2,S03B2,2047,0.294594674
REGION1,NOE2,S03B2,2048,0.294594674
REGION1,NOE2,S03B2,2049,0.294594674
REGION1,NOE2,S03B2,2050,0.294594674
REGION1,NOE2,S03B2,2051,0.294594674
REGION1,NOE2,S03B2,2052,0.294594674
REGION1,NOE2,S03B2,2053,0.294594674
REGION1,NOE2,S03B2,2054,0.294594674
REGION1,NOE2,S03B2,2055,0.294594674
REGION1,NOE2,S03B2,2056,0.294594674
REGION1,NOE2,S03B2,2057,0.294594674
REGION1,NOE2,S03B2,2058,0.294594674
REGION1,NOE2,S03B2,2059,0.294594674
REGION1,NOE2,S03B2,2060,0.294594674
REGION1,NOE2,S03B3,2015,0.053086065
REGION1,NOE2,S03B3,2016,0.053086065
REGION1,NOE2,S03B3,2017,0.053086065
REGION1,NOE2,S03B3,2018,0.053086065
REGION1,NOE2,S03B3,2019,0.053086065
REGION1,NOE2,S03B3,2020,0.053086065
REGION1,NOE2,S03B3,2021,0.053086065
REGION1,NOE2,S03B3,2022,0.053086065
REGION1,NOE2,S03B3,2023,0.053086065
REGION1,NOE2,S03B3,2024,0.053086065
REGION1,NOE2,S03B3,2025,0.053086065
REGION1,NOE2,S03B3,2026,0.053086065
REGION1,NOE2,S03B3,2027,0.053086065
REGION1,NOE2,S03B3,2028,0.053086065
REGION1,NOE2,S03B3,2029,0.053086065
REGION1,NOE2,S03B3,2030,0.053086065
REGION1,NOE2,S03B3,2031,0.053086065
REGION1,NOE2,S03B3,2032,0.053086065
REGION1,NOE2,S03B3,2033,0.053086065
REGION1,NOE2,S03B3,2034,0.053086065
REGION1,NOE2,S03B3,2035,0.053086065
REGION1,NOE2,S03B3,2036,0.053086065
REGION1,NOE2,S03B3,2037,0.053086065
REGION1,NOE2,S03B3,2038,0.053086065
REGION1,NOE2,S03B3,2039,0.053086065
REGION1,NOE2,S03B3,2040,0.053086065
REGION1,NOE2,S03B3,2041,0.053086065
REGION1,NOE2,S03B3,2042,0.053086065
REGION1,NOE2,S03B3,2043,0.053086065
REGION1,NOE2,S03B3,2044,0.053086065
REGION1,NOE2,S03B3,2045,0.053086065
REGION1,NOE2,S03B3,2046,0.053086065
REGION1,NOE2,S03B3,2047,0.053086065
REGION1,NOE2,S03B3,2048,0.053086065
REGION1,NOE2,S03B3,2049,0.053086065
REGION1,NOE2,S03B3,2050,0.053086065
REGION1,NOE2,S03B3,2051,0.053086065
REGION1,NOE2,S03B3,2052,0.053086065
REGION1,NOE2,S03B3,2053,0.053086065
REGION1,NOE2,S03B3,2054,0.053086065
REGION1,NOE2,S03B3,2055,0.053086065
REGION1,NOE2,S03B3,2056,0.053086065
REGION1,NOE2,S03B3,2057,0.053086065
REGION1,NOE2,S03B3,2058,0.053086065
REGION1,NOE2,S03B3,2059,0.053086065
REGION1,NOE2,S03B3,2060,0.053086065
REGION1,NOE2,S04B1,2015,0.025559615
REGION1,NOE2,S04B1,2016,0.025559615
REGION1,NOE2,S04B1,2017,0.025559615
REGION1,NOE2,S04B1,2018,0.025559615
REGION1,NOE2,S04B1,2019,0.025559615
REGION1,NOE2,S04B1,2020,0.025559615
REGION1,NOE2,S04B1,2021,0.025559615
REGION1,NOE2,S04B1,2022,0.025559615
REGION1,NOE2,S04B1,2023,0.025559615
REGION1,NOE2,S04B1,2024,0.025559615
REGION1,NOE2,S04B1,2025,0.025559615
REGION1,NOE2,S04B1,2026,0.025559615
REGION1,NOE2,S04B1,2027,0.025559615
REGION1,NOE2,S04B1,2028,0.025559615
REGION1,NOE2,S04B1,2029,0.025559615
REGION1,NOE2,S04B1,2030,0.025559615
REGION1,NOE2,S04B1,2031,0.025559615
REGION1,NOE2,S04B1,2032,0.025559615
REGION1,NOE2,S04B1,2033,0.025559615
REGION1,NOE2,S04B1,2034,0.025559615
REGION1,NOE2,S04B1,2035,0.025559615
REGION1,NOE2,S04B1,2036,0.025559615
REGION1,NOE2,S04B1,2037,0.025559615
REGION1,NOE2,S04B1,2038,0.025559615
REGION1,NOE2,S04B1,2039,0.025559615
REGION1,NOE2,S04B1,2040,0.025559615
REGION1,NOE2,S04B1,2041,0.025559615
REGION1,NOE2,S04B1,2042,0.025559615
REGION1,NOE2,S04B1,2043,0.025559615
REGION1,NOE2,S04B1,2044,0.025559615
REGION1,NOE2,S04B1,2045,0.025559615
REGION1,NOE2,S04B1,2046,0.025559615
REGION1,NOE2,S04B1,2047,0.025559615
REGION1,NOE2,S04B1,2048,0.025559615
REGION1,NOE2,S04B1,2049,0.025559615
REGION1,NOE2,S04B1,2050,0.025559615
REGION1,NOE2,S04B1,2051,0.025559615
REGION1,NOE2,S04B1,2052,0.025559615
REGION1,NOE2,S04B1,2053,0.025559615
REGION1,NOE2,S04B1,2054,0.025559615
REGION1,NOE2,S04B1,2055,0.025559615
REGION1,NOE2,S04B1,2056,0.025559615
REGION1,NOE2,S04B1,2057,0.025559615
REGION1,NOE2,S04B1,2058,0.025559615
REGION1,NOE2,S04B1,2059,0.025559615
REGION1,NOE2,S04B1,2060,0.025559615
REGION1,NOE2,S04B2,2015,0.076901531
REGION1,NOE2,S04B2,2016,0.076901531
REGION1,NOE2,S04B2,2017,0.076901531
REGION1,NOE2,S04B2,2018,0.076901531
REGION1,NOE2,S04B2,2019,0.076901531
REGION1,NOE2,S04B2,2020,0.076901531
REGION1,NOE2,S04B2,2021,0.076901531
REGION1,NOE2,S04B2,2022,0.076901531
REGION1,NOE2,S04B2,2023,0.076901531
REGION1,NOE2,S04B2,2024,0.076901531
REGION1,NOE2,S04B2,2025,0.076901531
REGION1,NOE2,S04B2,2026,0.076901531
REGION1,NOE2,S04B2,2027,0.076901531
REGION1,NOE2,S04B2,2028,0.076901531
REGION1,NOE2,S04B2,2029,0.076901531
REGION1,NOE2,S04B2,2030,0.076901531
REGION1,NOE2,S04B2,2031,0.076901531
REGION1,NOE2,S04B2,2032,0.076901531
REGION1,NOE2,S04B2,2033,0.076901531
REGION1,NOE2,S04B2,2034,0.076901531
REGION1,NOE2,S04B2,2035,0.076901531
REGION1,NOE2,S04B2,2036,0.076901531
REGION1,NOE2,S04B2,2037,0.076901531
REGION1,NOE2,S04B2,2038,0.076901531
REGION1,NOE2,S04B2,2039,0.076901531
REGION1,NOE2,S04B2,2040,0.076901531
REGION1,NOE2,S04B2,2041,0.076901531
REGION1,NOE2,S04B2,2042,0.076901531
REGION1,NOE2,S04B2,2043,0.076901531
REGION1,NOE2,S04B2,2044,0.076901531
REGION1,NOE2,S04B2,2045,0.076901531
REGION1,NOE2,S04B2,2046,0.076901531
REGION1,NOE2,S04B2,2047,0.076901531
REGION1,NOE2,S04B2,2048,0.076901531
REGION1,NOE2,S04B2,2049,0.076901531
REGION1,NOE2,S04B2,2050,0.076901531
REGION1,NOE2,S04B2,2051,0.076901531
REGION1,NOE2,S04B2,2052,0.076901531
REGION1,NOE2,S04B2,2053,0.076901531
REGION1,NOE2,S04B2,2054,0.076901531
REGION1,NOE2,S04B2,2055,0.076901531
REGION1,NOE2,S04B2,2056,0.076901531
REGION1,NOE2,S04B2,2057,0.076901531
