REGION,TIMESLICE,FUEL,YEAR,VALUE
REGION1,S05B3,DKE2,2048,3.08405778162
REGION1,S01B1,DKE2,2049,8.606392209580001
REGION1,S01B2,DKE2,2049,31.31693234311
REGION1,S01B3,DKE2,2049,5.10098158772
REGION1,S02B1,DKE2,2049,4.59506042288
REGION1,S02B2,DKE2,2049,17.14133710147
REGION1,S02B3,DKE2,2049,1.76210007662
REGION1,S03B1,DKE2,2049,17.593435597070002
REGION1,S03B2,DKE2,2049,79.61390265422
REGION1,S03B3,DKE2,2049,12.834000433
REGION1,S04B1,DKE2,2049,5.02007078999
REGION1,S04B2,DKE2,2049,18.83924749334
REGION1,S04B3,DKE2,2049,2.9635082940600004
REGION1,S05B1,DKE2,2049,5.20828288859
REGION1,S05B2,DKE2,2049,19.18690343796
REGION1,S05B3,DKE2,2049,3.14784443746
REGION1,S01B1,DKE2,2050,8.781897138080001
REGION1,S01B2,DKE2,2050,31.955559521359998
REGION1,S01B3,DKE2,2050,5.20500280672
REGION1,S02B1,DKE2,2050,4.68876469888
REGION1,S02B2,DKE2,2050,17.490889976720002
REGION1,S02B3,DKE2,2050,1.79803351312
REGION1,S03B1,DKE2,2050,17.95220784232
REGION1,S03B2,DKE2,2050,81.23742061072
REGION1,S03B3,DKE2,2050,13.095716408
REGION1,S04B1,DKE2,2050,5.1224420442400005
REGION1,S04B2,DKE2,2050,19.22342482384
REGION1,S04B3,DKE2,2050,3.0239413185600004
REGION1,S05B1,DKE2,2050,5.314492237840001
REGION1,S05B2,DKE2,2050,19.57817030496
REGION1,S05B3,DKE2,2050,3.21203651696
REGION1,S01B1,DKE2,2051,8.821431932500001
REGION1,S01B2,DKE2,2051,32.09941869625
REGION1,S01B3,DKE2,2051,5.228434955
REGION1,S02B1,DKE2,2051,4.709872819999999
REGION1,S02B2,DKE2,2051,17.56963136125
REGION1,S02B3,DKE2,2051,1.8061279925
