REGION,STORAGE,YEAR,VALUE
REGION1,DKHGSTPN2,2015,0.021565698767799457
REGION1,NOHGSTPN2,2054,0.0034824475054618703
REGION1,NOHGSTPN2,2055,0.004186845628228766
REGION1,NOHGSTPN2,2056,0.001533858626741968
