REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DKBMSTPH3,1,2036,DKBM,S05B3,116.10678510509318
REGION1,DKBMSTPH3,1,2037,DKBM,S01B1,55.77380567736632
REGION1,DKBMSTPH3,1,2037,DKBM,S01B2,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S01B3,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S02B1,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S02B2,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S02B3,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S03B1,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S03B2,25.40890319345084
REGION1,DKBMSTPH3,1,2037,DKBM,S03B3,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S04B1,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S04B2,89.44474541163538
REGION1,DKBMSTPH3,1,2037,DKBM,S04B3,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S05B1,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S05B2,116.10678510509314
REGION1,DKBMSTPH3,1,2037,DKBM,S05B3,116.10678510509314
REGION1,DKBMSTPH3,1,2038,DKBM,S01B1,64.74657507047307
REGION1,DKBMSTPH3,1,2038,DKBM,S01B2,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S01B3,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S02B1,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S02B2,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S03B1,60.86167855572126
REGION1,DKBMSTPH3,1,2038,DKBM,S03B2,49.27929175481895
REGION1,DKBMSTPH3,1,2038,DKBM,S03B3,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S04B1,118.8636439294974
