name,group,indexes,min_value_base_year,max_value_base_year,min_value_end_year,max_value_end_year,dist,interpolation_index,action
CapitalCost,cost_renew,"REGION1,NOWIOFPH3",3500.0,3500.0,2196.563265,2684.688435,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,NOWIOFPN2",3500.0,3500.0,2196.563265,2684.688435,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,NOWIOFPN3",3500.0,3500.0,2196.563265,2684.688435,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,NOWIONPH3",1350.0,1350.0,963.9999998999999,1178.2222221,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEBFHPFH1",4966.896226,4966.896226,4067.623683,4971.540057,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEBMCCPH1",4676.623663,4676.623663,2149.4280375,2627.0787125,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEBMCHPH3",3600.0,3600.0,2586.4081632,3161.165532800001,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEBMSTPH3",2110.062859,2110.062859,1688.7209256,2063.9922424,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEHYDMPH0",3000.0,3000.0,2504.8151118,3061.4406922,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEHYDMPH1",3370.0,3370.0,2810.5868565,3435.1617135,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEHYDMPH2",2705.0,2705.0,2253.49587,2754.272730000001,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEHYDMPH3",2295.0,2295.0,1914.2148933,2339.5959807,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SESODIFH1",1360.0,1360.0,567.0,693.0,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SESOUTPH2",1020.0,1020.0,168.3,205.7,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEWIOFPH3",3500.0,3500.0,2196.563265,2684.688435,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEWIOFPN2",3500.0,3500.0,2196.563265,2684.688435,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEWIOFPN3",3500.0,3500.0,2196.563265,2684.688435,unif,YEAR,interpolate
CapitalCost,cost_renew,"REGION1,SEWIONPH3",1350.0,1350.0,963.9999998999999,1178.2222221,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKBFHPFH1",190.6852299,190.6852299,146.77309935,179.38934365,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKBMCCPH1",128.6071507,128.6071507,60.918604911,74.45607266900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKBMCHPH3",111.6,111.6,78.46865306100001,95.90613151900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKBMSTPH3",77.20426381,77.20426381,59.019870627,72.13539743300001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKHYDMPH0",105.0,105.0,87.668528913,107.150424227,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKHYDMPH1",134.8,134.8,112.42347426,137.40646854,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKHYDMPH2",94.675,94.675,78.872355441,96.399545539,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKHYDMPH3",80.325,80.325,66.997521261,81.885859319,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKSODIFH1",27.2,27.2,11.16,13.64,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKSOUTPH2",10.49,10.49,4.311,5.269,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKWIOFPH3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKWIOFPN2",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKWIOFPN3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,DKWIONPH3",40.5,40.5,28.019999997,34.246666663,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIBFHPFH1",190.6852299,190.6852299,146.77309935,179.38934365,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIBMCCPH1",128.6071507,128.6071507,60.918604911,74.45607266900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIBMCHPH3",111.6,111.6,78.46865306100001,95.90613151900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIBMSTPH3",77.20426381,77.20426381,59.019870627,72.13539743300001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIHYDMPH0",105.0,105.0,87.668528913,107.150424227,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIHYDMPH1",134.8,134.8,112.42347426,137.40646854,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIHYDMPH2",94.675,94.675,78.872355441,96.399545539,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIHYDMPH3",80.325,80.325,66.997521261,81.885859319,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FISODIFH1",27.2,27.2,11.16,13.64,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FISOUTPH2",10.49,10.49,4.311,5.269,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIWIOFPH3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIWIOFPN2",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIWIOFPN3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,FIWIONPH3",40.5,40.5,28.019999997,34.246666663,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOBFHPFH1",190.6852299,190.6852299,146.77309935,179.38934365,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOBMCCPH1",128.6071507,128.6071507,60.918604911,74.45607266900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOBMCHPH3",111.6,111.6,78.46865306100001,95.90613151900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOBMSTPH3",77.20426381,77.20426381,59.019870627,72.13539743300001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOHYDMPH0",105.0,105.0,87.668528913,107.150424227,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOHYDMPH1",134.8,134.8,112.42347426,137.40646854,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOHYDMPH2",94.675,94.675,78.872355441,96.399545539,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOHYDMPH3",80.325,80.325,66.997521261,81.885859319,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOSODIFH1",27.2,27.2,11.16,13.64,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOSOUTPH2",10.49,10.49,4.311,5.269,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOWIOFPH3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOWIOFPN2",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOWIOFPN3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,NOWIONPH3",40.5,40.5,28.019999997,34.246666663,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEBFHPFH1",190.6852299,190.6852299,146.77309935,179.38934365,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEBMCCPH1",128.6071507,128.6071507,60.918604911,74.45607266900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEBMCHPH3",111.6,111.6,78.46865306100001,95.90613151900001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEBMSTPH3",77.20426381,77.20426381,59.019870627,72.13539743300001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEHYDMPH0",105.0,105.0,87.668528913,107.150424227,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEHYDMPH1",134.8,134.8,112.42347426,137.40646854,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEHYDMPH2",94.675,94.675,78.872355441,96.399545539,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEHYDMPH3",80.325,80.325,66.997521261,81.885859319,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SESODIFH1",27.2,27.2,11.16,13.64,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SESOUTPH2",10.49,10.49,4.311,5.269,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEWIOFPH3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEWIOFPN2",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEWIOFPN3",70.0,70.0,32.231265309,39.39376871100001,unif,YEAR,interpolate
FixedCost,cost_renew,"REGION1,SEWIONPH3",40.5,40.5,28.019999997,34.246666663,unif,YEAR,interpolate
VariableCost,cost_renew,"REGION1,DKBMCCPH1,1",0.008364,0.008364,0.0075276,0.009200400000000001,unif,YEAR,interpolate
VariableCost,cost_renew,"REGION1,FIBMCCPH1,1",0.008364,0.008364,0.0075276,0.009200400000000001,unif,YEAR,interpolate
VariableCost,cost_renew,"REGION1,NOBMCCPH1,1",0.008364,0.008364,0.0075276,0.009200400000000001,unif,YEAR,interpolate
VariableCost,cost_renew,"REGION1,SEBMCCPH1,1",0.008364,0.008364,0.0075276,0.009200400000000001,unif,YEAR,interpolate
SpecifiedAnnualDemand,demand_el,"REGION1,DKE2",114.43,114.43,249.0,518.0,unif,YEAR,interpolate
SpecifiedAnnualDemand,demand_el,"REGION1,FIE2",284.2,284.2,506.0,668.0,unif,YEAR,interpolate
SpecifiedAnnualDemand,demand_el,"REGION1,NOE2",433.8,433.8,692.0,895.0,unif,YEAR,interpolate
SpecifiedAnnualDemand,demand_el,"REGION1,SEE2",464.82,464.82,430.0,1080.0,unif,YEAR,interpolate
AccumulatedAnnualDemand,demand_h2,"REGION1,DKH2",3.6,3.6,54.0,428.0,unif,YEAR,interpolate
AccumulatedAnnualDemand,demand_h2,"REGION1,FIH2",18.0,18.0,36.0,540.0,unif,YEAR,interpolate
AccumulatedAnnualDemand,demand_h2,"REGION1,NOH2",27.0,27.0,54.0,270.0,unif,YEAR,interpolate
AccumulatedAnnualDemand,demand_h2,"REGION1,SEH2",13.872,13.872,50.0,320.0,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_biomass,"REGION1,DKBMCSPN2,CO2,1",-370.08,-217.936,-236.16600446664,-139.075535963688,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_biomass,"REGION1,FIBMCSPN2,CO2,1",-370.08,-217.936,-236.16600446664,-139.075535963688,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_biomass,"REGION1,NOBMCSPN2,CO2,1",-370.08,-217.936,-236.16600446664,-139.075535963688,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_biomass,"REGION1,SEBMCSPN2,CO2,1",-370.08,-217.936,-236.16600446664,-139.075535963688,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,DKNGCSPN2,CO2,1",-107.7668142878696,-63.46267952507878,-94.29596248491265,-55.52984457444856,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,DKCOCSPN2,CO2,1",-354.2693478296296,-208.6252826107819,-291.0069642507934,-171.3707678365784,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,FINGCSPN2,CO2,1",-107.7668142878696,-63.46267952507878,-94.29596248491265,-55.52984457444856,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,FICOCSPN2,CO2,1",-354.2693478296296,-208.6252826107819,-291.0069642507934,-171.3707678365784,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,NONGCSPN2,CO2,1",-107.7668142878696,-63.46267952507878,-94.29596248491265,-55.52984457444856,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,NOCOCSPN2,CO2,1",-354.2693478296296,-208.6252826107819,-291.0069642507934,-171.3707678365784,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,SENGCSPN2,CO2,1",-107.7668142878696,-63.46267952507878,-94.29596248491265,-55.52984457444856,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_ccs_fossil,"REGION1,SECOCSPN2,CO2,1",-354.2693478296296,-208.6252826107819,-291.0069642507934,-171.3707678365784,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_BC,"REGION1,DKHGBCPN2,CO2,1",-168.2181818181818,-99.06181818181817,-168.2181818181818,-99.06181818181817,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_BC,"REGION1,FIHGBCPN2,CO2,1",-168.2181818181818,-99.06181818181817,-168.2181818181818,-99.06181818181817,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_BC,"REGION1,NOHGBCPN2,CO2,1",-168.2181818181818,-99.06181818181817,-168.2181818181818,-99.06181818181817,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_BC,"REGION1,SEHGBCPN2,CO2,1",-168.2181818181818,-99.06181818181817,-168.2181818181818,-99.06181818181817,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_SC,"REGION1,DKHGSCPN2,CO2,1",-68.57888181818181,-40.38534151515152,-68.57888181818181,-40.38534151515152,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_SC,"REGION1,FIHGSCPN2,CO2,1",-68.57888181818181,-40.38534151515152,-68.57888181818181,-40.38534151515152,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_SC,"REGION1,NOHGSCPN2,CO2,1",-68.57888181818181,-40.38534151515152,-68.57888181818181,-40.38534151515152,unif,YEAR,interpolate
EmissionActivityRatio,em_activity_h2_ccs_SC,"REGION1,SEHGSCPN2,CO2,1",-68.57888181818181,-40.38534151515152,-68.57888181818181,-40.38534151515152,unif,YEAR,interpolate
EmissionsPenalty,em_penalty,"REGION1,CO2",0.0,0.05,0.05,0.15,unif,YEAR,interpolate
TotalTechnologyAnnualActivityUpperLimit,limit_bm,"REGION1,DKBM00X00",46.55151149,46.55151149,69.82726723500001,93.10302298,unif,YEAR,interpolate
TotalTechnologyAnnualActivityUpperLimit,limit_bm,"REGION1,FIBM00X00",239.3858375,239.3858375,359.07875625,478.771675,unif,YEAR,interpolate
TotalTechnologyAnnualActivityUpperLimit,limit_bm,"REGION1,NOBM00X00",120.4,120.4,180.6,240.8,unif,YEAR,interpolate
TotalTechnologyAnnualActivityUpperLimit,limit_bm,"REGION1,SEBM00X00",292.6168127,292.6168127,438.92521905,585.2336254,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_biomass,"REGION1,DKBMCSPN2,DKBM,1",4.0,4.0,2.2973346738,2.8078534902,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_biomass,"REGION1,FIBMCSPN2,FIBM,1",4.0,4.0,2.2973346738,2.8078534902,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_biomass,"REGION1,NOBMCSPN2,NOBM,1",4.0,4.0,2.2973346738,2.8078534902,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_biomass,"REGION1,SEBMCSPN2,SEBM,1",4.0,4.0,2.2973346738,2.8078534902,unif,YEAR,interpolate
OperationalLife,op_eff_capfac_ccs_biomass,"REGION1,DKBMCSPN2",30.0,40.0,30.0,40.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_biomass,"REGION1,FIBMCSPN2",30.0,40.0,30.0,40.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_biomass,"REGION1,NOBMCSPN2",30.0,40.0,30.0,40.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_biomass,"REGION1,SEBMCSPN2",30.0,40.0,30.0,40.0,unif,,fixed
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,DKNGCSPN2,DKNG,1",2.380952381,2.380952381,1.97916666635,2.18749999965,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,DKCOCSPN2,DKCO,1",4.347826087,4.347826087,3.39285714245,3.74999999955,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,FINGCSPN2,FING,1",2.380952381,2.380952381,1.97916666635,2.18749999965,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,FICOCSPN2,FICO,1",4.347826087,4.347826087,3.39285714245,3.74999999955,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,NONGCSPN2,NONG,1",2.380952381,2.380952381,1.97916666635,2.18749999965,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,NOCOCSPN2,NOCO,1",4.347826087,4.347826087,3.39285714245,3.74999999955,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,SENGCSPN2,SENG,1",2.380952381,2.380952381,1.97916666635,2.18749999965,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_ccs_fossil,"REGION1,SECOCSPN2,SECO,1",4.347826087,4.347826087,3.39285714245,3.74999999955,unif,YEAR,interpolate
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,DKNGCSPN2",25.0,35.0,25.0,35.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,DKCOCSPN2",35.0,45.0,35.0,45.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,FINGCSPN2",25.0,35.0,25.0,35.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,FICOCSPN2",35.0,45.0,35.0,45.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,NONGCSPN2",25.0,35.0,25.0,35.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,NOCOCSPN2",35.0,45.0,35.0,45.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,SENGCSPN2",25.0,35.0,25.0,35.0,unif,,fixed
OperationalLife,op_eff_capfac_ccs_fossil,"REGION1,SECOCSPN2",35.0,45.0,35.0,45.0,unif,,fixed
InputActivityRatio,op_eff_capfac_fossil,"REGION1,DKHFGCPN3,DKHF,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,DKNGCHPN3,DKNG,1",1.754385965,1.754385965,1.50793650765,1.66666666635,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,DKNGGCPN2,DKNG,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,FIHFGCPN3,FIHF,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,FINGCHPN3,FING,1",1.754385965,1.754385965,1.50793650765,1.66666666635,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,FINGGCPN2,FING,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,NOHFGCPN3,NOHF,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,NONGCHPN3,NONG,1",1.754385965,1.754385965,1.50793650765,1.66666666635,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,NONGGCPN2,NONG,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,SEHFGCPN3,SEHF,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,SENGCHPN3,SENG,1",1.754385965,1.754385965,1.50793650765,1.66666666635,unif,YEAR,interpolate
InputActivityRatio,op_eff_capfac_fossil,"REGION1,SENGGCPN2,SENG,1",2.5,2.5,2.1111111109,2.3333333331,unif,YEAR,interpolate
OperationalLife,op_eff_capfac_fossil,"REGION1,DKHFGCPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,DKNGCHPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,DKNGGCPN2",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,FIHFGCPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,FINGCHPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,FINGGCPN2",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,NOHFGCPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,NONGCHPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,NONGGCPN2",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,SEHFGCPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,SENGCHPN3",20.0,30.0,20.0,30.0,unif,,fixed
OperationalLife,op_eff_capfac_fossil,"REGION1,SENGGCPN2",20.0,30.0,20.0,30.0,unif,,fixed
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S01B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S01B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S01B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S02B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S02B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S02B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S03B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S03B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S03B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S04B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S04B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S04B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S05B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S05B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,DKHGBGPN2,S05B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S01B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S01B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S01B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S02B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S02B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S02B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S03B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S03B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S03B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S04B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S04B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S04B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S05B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S05B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,FIHGBGPN2,S05B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,NOHGBGPN2,S01B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,NOHGBGPN2,S01B2",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,NOHGBGPN2,S01B3",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
CapacityFactor,op_eff_capfac_h2_BG,"REGION1,NOHGBGPN2,S02B1",0.66,0.66,0.5940000000000001,0.7260000000000001,unif,YEAR,interpolate
